Gene ID	GeneCard Gene ID	Gene Symbol	Type	log2 (siGM312 / siNC12)	Pvalue(siGM312 / siNC12)	Qvalue (siGM312 / siNC12)	siNC_1 FPKM	siNC_2 FPKM	siST3_1 FPKM	siST3_2 FPKM	siNC_1 TPM	siNC_2 TPM	siST3_1 TPM	siST3_2 TPM
51050	51050	'PI15'	mRNA	0.979659296	0.002286552	0.022947062	0.47	0.57	1.18	0.93	1.08	1.25	2.77	2.13
51056	51056	'LAP3'	mRNA	-0.516680842	5.30E-05	9.56E-04	53.65	61.09	42.55	40.1	123.52	134.7	100.31	92.06
5106	5106	'PCK2'	mRNA	-0.95801798	2.55E-09	1.26E-07	24.79	26.74	15.08	12.04	57.09	58.97	35.55	27.64
51063	51063	'CALHM2'	mRNA	-0.549428451	9.61E-04	0.011194619	17.53	18.82	13.69	11.09	40.35	41.51	32.27	25.45
51065	51065	'RPS27L'	mRNA	-0.46951028	3.19E-04	0.004516811	18.39	21.3	14.44	15.09	42.34	46.96	34.03	34.64
51077	51077	'FCF1'	mRNA	-0.741930568	8.99E-07	2.62E-05	21.17	21.41	13.03	13.75	48.75	47.21	30.71	31.58
51088	51088	'KLHL5'	mRNA	-0.417142424	0.005583856	0.046667132	39.69	42.64	36.49	26.4	91.38	94.02	86.04	60.61
51107	51107	'APH1A'	mRNA	-0.930086588	1.47E-12	1.19E-10	54.68	51.59	29.27	27.48	125.9	113.77	69	63.09
51115	51115	'RMDN1'	mRNA	-0.737368165	8.14E-07	2.41E-05	20.25	23.39	13.45	15.02	46.62	51.58	31.7	34.49
51119	51119	'SBDS'	mRNA	-0.602630875	4.04E-06	9.85E-05	95.02	102.39	73.4	60.71	218.77	225.78	173.04	139.37
51129	51129	'ANGPTL4'	mRNA	1.844119056	1.79E-24	5.11E-22	11.14	8.7	32.94	40.06	25.64	19.18	77.65	91.96
51167	51167	'CYB5R4'	mRNA	0.459674489	0.005545398	0.046393452	2.4	2.35	3.31	3.41	5.51	5.18	7.8	7.82
51193	51193	'ZNF639'	mRNA	-0.73112038	3.26E-04	0.004586251	5.06	5.71	3.21	3.25	11.64	12.6	7.58	7.46
51194	51194	'IPO11'	mRNA	-0.581704157	6.77E-04	0.008399271	7.63	7.73	4.87	5.69	17.56	17.04	11.49	13.05
51196	51196	'PLCE1'	mRNA	-0.613994689	0.002979577	0.028375847	2.63	2.4	1.3	1.99	6.05	5.3	3.06	4.58
51200	51200	'CPA4'	mRNA	-0.874729516	1.31E-05	2.78E-04	17.51	13.89	7.24	10.36	40.32	30.62	17.07	23.79
51202	51202	'DDX47'	mRNA	-1.109718117	2.11E-13	1.91E-11	32.75	35.1	15.75	16.63	75.4	77.4	37.12	38.18
51203	51203	'NUSAP1'	mRNA	-1.32083191	1.38E-05	2.91E-04	4.43	3.9	1.5	1.86	10.2	8.6	3.53	4.27
51226	51226	'COPZ2'	mRNA	-0.594052019	1.82E-05	3.74E-04	95.05	102.09	68.19	66.02	218.84	225.12	160.78	151.56
51228	51228	'GLTP'	mRNA	-0.974683557	7.96E-11	5.04E-09	32.18	29.76	15.03	17.42	74.1	65.61	35.44	39.99
51247	51247	'PAIP2'	mRNA	0.587155311	1.09E-04	0.001811757	23.55	24.38	36.44	37.71	54.22	53.77	85.92	86.56
5125	5125	'PCSK5'	mRNA	0.746118747	4.39E-04	0.005891656	1.71	1.67	3.07	2.76	3.94	3.68	7.25	6.33
51256	51256	'TBC1D7'	mRNA	0.784839635	1.18E-05	2.54E-04	16.65	19.61	33.24	30.86	38.34	43.25	78.37	70.85
51277	51277	'DNAJC27'	mRNA	1.007059178	2.57E-04	0.00376702	0.9	1.15	2.82	3.07	2.06	2.53	6.65	7.04
5128	5128	'CDK17'	mRNA	0.830285031	2.63E-11	1.82E-09	24.27	21.79	41.74	42.03	55.89	48.04	98.4	96.48
51291	51291	'GMIP'	mRNA	0.753846646	1.36E-04	0.002194425	3.8	3.59	6.14	6.73	8.75	7.91	14.47	15.46
51313	51313	'GASK1B'	mRNA	-0.535149094	9.64E-05	0.001624827	29.63	28.95	23.55	18.2	68.22	63.84	55.53	41.78
51330	51330	'TNFRSF12A'	mRNA	0.495354331	5.92E-04	0.007526677	100.47	96.8	128.49	157.63	231.32	213.44	302.94	361.87
51334	51334	'PRR16'	mRNA	-0.528013686	0.005810148	0.04819574	13.75	14.01	9.41	10.29	31.66	30.9	22.18	23.61
51339	51339	'DACT1'	mRNA	0.517768611	0.003312756	0.031021525	7.13	7.06	9.19	11.81	16.43	15.56	21.67	27.1
5137	5137	'PDE1C'	mRNA	-1.449883741	2.09E-24	5.86E-22	26.86	23.14	8.76	10.14	61.84	51.03	20.65	23.28
51388	51388	'NIP7'	mRNA	-0.815498113	8.82E-06	1.97E-04	15.22	13.8	8.18	8.81	35.04	30.43	19.28	20.23
5139	5139	'PDE3A'	mRNA	0.873447077	6.55E-04	0.008177762	0.86	0.88	1.29	1.89	1.97	1.94	3.05	4.33
5142	5142	'PDE4B'	mRNA	1.956524275	7.35E-08	2.71E-06	0.54	0.62	1.8	2.92	1.24	1.37	4.24	6.7
51421	51421	'AMOTL2'	mRNA	-1.490999812	9.03E-27	3.26E-24	44.08	35.85	14.34	14.79	101.49	79.05	33.8	33.96
51430	51430	'SUCO'	mRNA	0.502088048	6.70E-04	0.0083231	10.62	10.95	14.13	17.39	24.45	24.14	33.32	39.92
51454	51454	'GULP1'	mRNA	-0.541734671	1.36E-04	0.002197052	19.14	19.17	13.34	14.09	44.06	42.27	31.45	32.35
51474	51474	'LIMA1'	mRNA	-0.411207936	1.22E-04	0.002004434	113.91	113.13	88.56	87.14	262.27	249.45	208.79	200.05
515	515	'ATP5PB'	mRNA	-0.924913972	2.27E-09	1.13E-07	36.94	39.98	18.2	23.48	85.05	88.16	42.91	53.9
51512	51512	'GTSE1'	mRNA	-1.289704029	1.50E-04	0.002390825	2.07	1.75	0.55	0.97	4.76	3.85	1.3	2.24
51514	51514	'DTL'	mRNA	-1.851677341	7.50E-05	0.001298935	1.13	0.85	0.19	0.37	2.59	1.87	0.46	0.84
51554	51554	'ACKR4'	mRNA	-0.735409461	0.003010817	0.028623026	7.19	7.14	5.54	3.38	16.56	15.75	13.05	7.76
51649	51649	'MRPS23'	mRNA	-0.501002767	0.005840558	0.048389368	4.16	4.07	3	2.99	9.57	8.98	7.08	6.87
51655	51655	'RASD1'	mRNA	1.98576068	0.001647581	0.017648343	0.46	0.27	1.78	1.25	1.07	0.6	4.19	2.86
5166	5166	'PDK4'	mRNA	2.931615399	5.94E-08	2.23E-06	0.22	0.1	1.07	1.46	0.51	0.23	2.52	3.35
5167	5167	'ENPP1'	mRNA	-0.898291623	0.003103896	0.029336242	1.16	1.23	0.5	0.81	2.66	2.72	1.18	1.87
5170	5170	'PDPK1'	mRNA	0.472565975	1.68E-04	0.002620076	11.58	10.76	16.9	15.2	26.65	23.73	39.84	34.89
51701	51701	'NLK'	mRNA	0.990919081	3.74E-08	1.47E-06	4.2	4.89	9.02	9.57	9.66	10.78	21.27	21.96
51704	51704	'GPRC5B'	mRNA	-0.658148637	4.79E-07	1.49E-05	58.81	51.41	35.85	39.43	135.4	113.37	84.53	90.52
51714	51714	'SELENOT'	mRNA	0.519334438	8.74E-05	0.001488568	39.05	41.84	54.53	64.77	89.91	92.26	128.56	148.68
51715	51715	'RAB23'	mRNA	-0.427418964	0.00112837	0.012883084	17.15	18.86	13.74	13.74	39.49	41.59	32.4	31.54
51719	51719	'CAB39'	mRNA	0.470977569	4.94E-04	0.006468012	30.07	31.8	49.77	38.77	69.24	70.13	117.34	88.99
5175	5175	'PECAM1'	mRNA	0.865994344	1.17E-04	0.001938648	2	2.38	4.01	3.82	4.61	5.25	9.44	8.77
51754	51754	'TMEM8B'	mRNA	0.734486289	3.43E-04	0.004783732	4.84	4.93	9.66	6.62	11.14	10.86	22.78	15.19
51762	51762	'RAB8B'	mRNA	-0.426100434	0.002418184	0.024044206	19.66	20.98	17.47	13.79	45.27	46.27	41.19	31.66
51778	51778	'MYOZ2'	mRNA	-1.798455215	1.43E-10	8.67E-09	10.69	8.1	3.14	2.01	24.6	17.85	7.4	4.63
5205	5205	'ATP8B1'	mRNA	-1.219050003	2.48E-20	4.83E-18	40.66	33.36	16.53	16.2	93.61	73.55	38.97	37.19
5218	5218	'CDK14'	mRNA	0.604527761	4.44E-06	1.07E-04	12.28	11.39	18.12	19.02	28.27	25.12	42.71	43.67
5236	5236	'PGM1'	mRNA	-1.875120971	2.00E-35	1.25E-32	36.84	37	9.55	11.17	84.81	81.59	22.52	25.64
5255	5255	'PHKA1'	mRNA	0.671182406	3.80E-04	0.005212253	2.72	2.58	3.92	4.72	6.27	5.68	9.24	10.83
5286	5286	'PIK3C2A'	mRNA	-0.836628811	1.73E-11	1.25E-09	33.99	33.13	18.02	20.52	78.27	73.05	42.49	47.11
5289	5289	'PIK3C3'	mRNA	-0.411527913	0.004421773	0.039001382	7.83	8.08	6.38	6.01	18.02	17.82	15.04	13.79
5292	5292	'PIM1'	mRNA	-0.82701241	0.001052021	0.012130718	4.56	4.2	2.47	2.62	10.49	9.25	5.82	6
5293	5293	'PIK3CD'	mRNA	1.037158362	2.30E-08	9.54E-07	4.32	3.69	7.35	9.65	9.95	8.14	17.32	22.15
5298	5298	'PI4KB'	mRNA	0.444879804	5.52E-04	0.007106449	17.05	16.39	23.2	22.99	39.25	36.15	54.7	52.77
5304	5304	'PIP'	mRNA	1.240070175	9.01E-05	0.001532704	10.77	11.4	28.53	25.33	24.79	25.14	67.25	58.14
5318	5318	'PKP2'	mRNA	-2.966920257	1.09E-06	3.08E-05	0.79	0.73	0.13	0.07	1.83	1.61	0.31	0.16
5321	5321	'PLA2G4A'	mRNA	0.882506771	2.50E-07	8.35E-06	11.72	13.78	20.95	27.4	26.98	30.39	49.4	62.9
5325	5325	'PLAGL1'	mRNA	-0.707162871	8.57E-07	2.52E-05	19.74	20.26	11.84	13.49	45.45	44.68	27.91	30.96
5326	5326	'PLAGL2'	mRNA	-0.749067572	0.001737492	0.018395026	2.38	2.11	1.31	1.45	5.47	4.66	3.08	3.33
5328	5328	'PLAU'	mRNA	0.60836171	6.35E-05	0.001126474	25.86	22.48	34.57	41.42	59.55	49.58	81.5	95.08
5329	5329	'PLAUR'	mRNA	1.017291884	2.93E-14	2.89E-12	48.89	53.11	99.38	110.56	112.57	117.11	234.3	253.8
53339	53339	'BTBD1'	mRNA	-0.748832647	1.16E-08	5.15E-07	44.31	44.62	25.33	29.14	102.02	98.39	59.71	66.9
53344	53344	'CHIC1'	mRNA	-1.018947212	7.84E-08	2.87E-06	3.56	3.49	1.81	1.81	8.2	7.69	4.26	4.16
53358	53358	'SHC3'	mRNA	0.504181275	4.37E-05	8.09E-04	8.38	7.94	11.9	11.95	19.29	17.5	28.06	27.42
5337	5337	'PLD1'	mRNA	0.704300675	1.61E-05	3.32E-04	4.13	4.09	7.5	7.19	9.52	9.02	17.68	16.51
53407	53407	'STX18'	mRNA	-0.873331556	9.77E-06	2.15E-04	13.31	11.91	6.39	7.78	30.64	26.25	15.07	17.85
5347	5347	'PLK1'	mRNA	-1.550702538	1.00E-06	2.88E-05	5.14	4.91	1.29	2.24	11.84	10.84	3.04	5.13
535	535	'ATP6V0A1'	mRNA	0.578263073	1.29E-06	3.59E-05	25.88	24.55	39.9	37.83	59.58	54.13	94.06	86.84
5355	5355	'PLP2'	mRNA	-0.70264374	1.83E-06	4.89E-05	81.63	94.56	52.12	59.31	187.95	208.51	122.88	136.16
5361	5361	'PLXNA1'	mRNA	0.489115369	2.02E-05	4.09E-04	22.03	20.5	32.32	29.26	50.71	45.21	76.19	67.18
5362	5362	'PLXNA2'	mRNA	-0.815974751	1.02E-08	4.60E-07	12.42	11.36	6.32	7.66	28.6	25.06	14.89	17.58
53833	53833	'IL20RB'	mRNA	-1.354376527	1.78E-07	6.10E-06	7.63	11.25	4.33	3.28	17.57	24.81	10.22	7.54
53916	53916	'RAB4B'	mRNA	0.756900047	3.20E-05	6.09E-04	17.17	16.17	29.66	28.41	39.54	35.66	69.93	65.23
53947	53947	'A4GALT'	mRNA	0.509728729	0.002812588	0.027087203	14.32	11.67	18.78	19.54	32.97	25.73	44.27	44.85
5396	5396	'PRRX1'	mRNA	0.538626991	5.04E-07	1.55E-05	77.5	81.1	119.21	117.98	178.43	178.84	281.05	270.85
54206	54206	'ERRFI1'	mRNA	-0.587416675	8.51E-05	0.00145532	14.8	15.28	10.63	9.86	34.08	33.7	25.07	22.63
5429	5429	'POLH'	mRNA	-0.6214329	1.40E-05	2.93E-04	11.03	10.41	7.41	6.83	25.4	22.95	17.46	15.69
54331	54331	'GNG2'	mRNA	1.068751203	1.44E-06	3.96E-05	2.13	2.39	4.98	4.78	4.9	5.27	11.74	10.97
5441	5441	'POLR2L'	mRNA	-0.405872386	0.002564958	0.02525629	124.61	135.01	97	104.69	286.89	297.71	228.68	240.33
54443	54443	'ANLN'	mRNA	-1.012769139	2.13E-06	5.59E-05	8.78	8.07	3.26	5.31	20.21	17.79	7.69	12.19
54471	54471	'MIEF1'	mRNA	-0.85021077	4.46E-06	1.07E-04	10.72	10.82	4.91	7.38	24.67	23.86	11.58	16.93
54476	54476	'RNF216'	mRNA	-0.602070488	2.11E-05	4.26E-04	12.92	12.8	8.89	8.9	29.74	28.22	20.95	20.44
54480	54480	'CHPF2'	mRNA	0.455586258	2.54E-04	0.00372569	52.77	47.27	66.91	74.15	121.49	104.23	157.74	170.23
54507	54507	'ADAMTSL4'	mRNA	-0.556770924	2.80E-04	0.004047247	17.26	14.33	12.35	10.78	39.75	31.6	29.11	24.74
5452	5452	'POU2F2'	mRNA	1.271875513	4.29E-11	2.87E-09	2.93	3.54	9.72	6.37	6.74	7.8	22.91	14.62
54532	54532	'USP53'	mRNA	-1.362652332	2.17E-23	5.68E-21	100.09	95.04	45.11	33.35	230.44	209.57	106.36	76.55
54540	54540	'FAM193B'	mRNA	0.59329091	9.98E-04	0.01156184	6.27	5.52	10.05	8.62	14.43	12.16	23.7	19.78
54620	54620	'FBXL19'	mRNA	0.748095576	2.96E-05	5.71E-04	4.55	3.74	7.24	6.87	10.48	8.25	17.06	15.77
5464	5464	'PPA1'	mRNA	-0.40829515	0.001816018	0.019035388	75.48	82.86	61.41	61.48	173.79	182.71	144.78	141.13
54664	54664	'TMEM106B'	mRNA	-0.507755367	2.65E-04	0.003873475	12	12.73	8.17	9.35	27.63	28.08	19.27	21.47
54793	54793	'KCTD9'	mRNA	-0.674368863	6.22E-06	1.45E-04	24.24	23.35	13.82	16.86	55.81	51.49	32.59	38.71
54800	54800	'KLHL24'	mRNA	-0.686229723	2.01E-05	4.07E-04	5.21	5.74	3.89	3.22	12	12.67	9.16	7.4
54810	54810	'GIPC2'	mRNA	-1.5096109	0.004419072	0.038998729	0.83	0.65	0.23	0.31	1.92	1.43	0.54	0.72
54829	54829	'ASPN'	mRNA	-1.343038315	3.34E-17	4.53E-15	19.58	19.81	8.12	7.84	45.07	43.67	19.15	18
54859	54859	'ELP6'	mRNA	-0.683869176	0.003266978	0.030663542	10.14	12.06	6.55	6.97	23.35	26.6	15.45	16.01
54873	54873	'PALMD'	mRNA	0.809177187	0.002060899	0.021045527	3.13	2.52	4.88	5.33	7.22	5.56	11.51	12.24
54874	54874	'FNBP1L'	mRNA	-0.921580182	3.59E-08	1.43E-06	8.73	9.36	4.46	5.38	20.1	20.65	10.52	12.34
54880	54880	'BCOR'	mRNA	0.468612421	0.005385324	0.045287457	3.25	3.49	5.14	4.61	7.49	7.7	12.12	10.57
54887	54887	'UHRF1BP1'	mRNA	-1.38775078	2.23E-15	2.46E-13	4.8	4.3	1.61	1.96	11.06	9.48	3.81	4.51
54896	54896	'SLC66A1'	mRNA	0.524500694	0.001692669	0.018009689	10.88	10.08	14.2	16.74	25.05	22.23	33.47	38.44
54899	54899	'PXK'	mRNA	-0.488826911	0.001749426	0.018480449	12.15	13.32	9.64	8.79	27.98	29.37	22.73	20.18
54946	54946	'SLC41A3'	mRNA	0.770551863	5.41E-08	2.05E-06	18.32	18.94	33.07	31.01	42.19	41.77	77.96	71.18
54955	54955	'C1orf109'	mRNA	-0.599818326	0.004411144	0.03894992	7.54	6.75	5.25	4.42	17.35	14.89	12.38	10.15
54956	54956	'PARP16'	mRNA	-1.164056233	3.53E-04	0.004887546	2.86	2.66	1.34	1.4	6.58	5.86	3.17	3.22
54972	54972	'TMEM132A'	mRNA	0.995766429	7.80E-18	1.13E-15	30.29	29.36	60.83	60.2	69.73	64.73	143.41	138.19
54976	54976	'C20orf27'	mRNA	-0.977236602	1.24E-05	2.66E-04	21.79	19.77	8.94	12.74	50.16	43.59	21.08	29.26
54978	54978	'SLC35F6'	mRNA	-0.491838253	0.002840299	0.027273254	13.86	12.43	8.57	10.66	31.92	27.4	20.21	24.48
55020	55020	'TTC38'	mRNA	-0.73013441	0.002199992	0.022256085	6.61	5.89	3.33	4.54	15.22	12.99	7.85	10.43
55034	55034	'MOCOS'	mRNA	-0.697324059	4.56E-05	8.40E-04	5.03	5.02	3.05	3.34	11.58	11.07	7.19	7.66
55062	55062	'WIPI1'	mRNA	0.442099179	4.70E-04	0.006193183	53.83	59.41	84.51	74.19	123.94	131.01	199.25	170.32
55068	55068	'ENOX1'	mRNA	-0.462630178	0.004108428	0.036680309	11.72	10.84	7.95	9	26.98	23.91	18.73	20.67
5507	5507	'PPP1R3C'	mRNA	-0.953131724	2.37E-12	1.88E-10	32.49	33.15	18.4	16.56	74.81	73.09	43.39	38.01
55075	55075	'UACA'	mRNA	-0.567716593	8.94E-07	2.61E-05	40.47	44.14	31.47	29.45	93.17	97.33	74.18	67.6
55076	55076	'TMEM45A'	mRNA	-1.026274423	1.43E-09	7.30E-08	25.06	27.38	12.53	14.06	57.7	60.37	29.55	32.27
55103	55103	'RALGPS2'	mRNA	-0.710812779	1.69E-05	3.47E-04	5.67	6.14	4.23	3.63	13.06	13.54	9.97	8.34
55106	55106	'SLFN12'	mRNA	-0.452059843	0.005280403	0.04469884	9.2	9.33	7.43	6.72	21.18	20.58	17.51	15.42
55111	55111	'PLEKHJ1'	mRNA	0.660530676	1.81E-04	0.00280284	17.5	18.26	28.09	30.55	40.29	40.27	66.22	70.13
55113	55113	'XKR8'	mRNA	-0.679028554	0.005266811	0.044637391	6.1	6.55	3.56	4.58	14.04	14.45	8.4	10.52
55117	55117	'SLC6A15'	mRNA	1.604717408	1.18E-07	4.17E-06	0.64	1	2.43	2.8	1.47	2.2	5.72	6.43
55127	55127	'HEATR1'	mRNA	-0.46946822	4.37E-04	0.005867105	10.07	9.08	7.14	7.12	23.19	20.02	16.82	16.35
55144	55144	'LRRC8D'	mRNA	-0.46135046	0.001138708	0.012964674	16.82	18.07	13.34	13.03	38.73	39.84	31.45	29.91
55146	55146	'ZDHHC4'	mRNA	-0.818849386	6.86E-06	1.58E-04	18.01	17.95	10.89	10.7	41.46	39.58	25.67	24.56
55148	55148	'UBR7'	mRNA	-0.573023901	0.005266351	0.044637391	8.33	8.65	7.23	4.58	19.19	19.07	17.03	10.51
55153	55153	'SDAD1'	mRNA	-1.287679674	1.33E-16	1.67E-14	17.39	17.84	7.19	7.68	40.03	39.34	16.94	17.64
55163	55163	'PNPO'	mRNA	-0.529650074	0.002842608	0.027279296	7.91	7.55	5.74	5.27	18.21	16.65	13.53	12.09
55165	55165	'CEP55'	mRNA	-0.729029402	0.00314745	0.029678831	7.4	5.98	3.31	5	17.05	13.18	7.8	11.47
55201	55201	'MAP1S'	mRNA	0.570253791	3.26E-04	0.004586251	8.84	7.94	12.72	12.95	20.35	17.51	29.99	29.74
55213	55213	'RCBTB1'	mRNA	-0.435245225	0.002756447	0.026673019	16.17	16.64	13.06	11.15	37.23	36.68	30.79	25.59
55230	55230	'USP40'	mRNA	-0.411946344	0.00358334	0.032947669	10.14	10.92	8.51	8.12	23.34	24.08	20.06	18.64
55240	55240	'STEAP3'	mRNA	0.411996739	0.002454227	0.024328141	13.96	13.51	18.13	19.34	32.13	29.79	42.74	44.4
55243	55243	'KIRREL1'	mRNA	0.626656441	1.57E-08	6.80E-07	30.73	29.04	47.82	47.13	70.75	64.04	112.73	108.19
55256	55256	'ADI1'	mRNA	-1.416523807	2.58E-20	4.93E-18	65.28	67.87	20.66	28.49	150.3	149.65	48.7	65.4
55262	55262	'TRAPPC14'	mRNA	0.741611283	2.36E-04	0.003502029	5.34	4.97	8.3	9.39	12.3	10.97	19.57	21.55
55276	55276	'PGM2'	mRNA	-0.50187475	0.001399103	0.015379724	15.55	15.94	10.45	12.44	35.81	35.14	24.63	28.55
55296	55296	'TBC1D19'	mRNA	0.710427089	2.72E-04	0.003952231	6.39	8.56	13.99	12.18	14.72	18.88	32.99	27.95
55298	55298	'RNF121'	mRNA	0.553289499	0.001236967	0.013860006	11.46	11.39	15.69	18.77	26.38	25.12	37	43.1
55300	55300	'PI4K2B'	mRNA	-0.549497782	4.48E-04	0.005988416	11.36	11.06	7.69	8.09	26.15	24.39	18.14	18.57
55313	55313	'CPPED1'	mRNA	-0.570711804	9.49E-05	0.001605215	8.46	8.07	5.65	5.84	19.47	17.8	13.32	13.4
5532	5532	'PPP3CB'	mRNA	0.643621623	1.91E-07	6.48E-06	23.42	23.07	38.02	37.03	53.93	50.86	89.63	85.01
55334	55334	'SLC39A9'	mRNA	-0.625885103	8.99E-06	2.00E-04	16.44	16.74	9.95	11.68	37.84	36.91	23.46	26.8
55346	55346	'TCP11L1'	mRNA	0.415830033	0.002153254	0.021824033	10.12	9.79	13.72	12.5	23.3	21.59	32.35	28.7
55355	55355	'HJURP'	mRNA	-1.398129917	3.01E-05	5.77E-04	2.56	2.96	0.86	1.24	5.9	6.53	2.04	2.84
55357	55357	'TBC1D2'	mRNA	-0.850378347	8.83E-11	5.54E-09	35.47	33.86	21.2	18.38	81.67	74.66	49.98	42.19
55362	55362	'TMEM63B'	mRNA	0.517996683	2.50E-04	0.00368583	11.6	12.01	17.86	17.17	26.7	26.48	42.11	39.42
55450	55450	'CAMK2N1'	mRNA	0.569482829	0.002215318	0.022369338	6.87	7.77	11.72	10.68	15.82	17.12	27.62	24.51
55454	55454	'CSGALNACT2'	mRNA	0.50497538	2.25E-04	0.003362619	26.31	30.31	38.14	46.39	60.58	66.85	89.93	106.48
55527	55527	'FEM1A'	mRNA	-0.703279054	9.72E-04	0.011307687	1.81	1.83	1.04	1.26	4.18	4.04	2.45	2.9
55534	55534	'MAML3'	mRNA	1.129467505	2.67E-07	8.82E-06	1.06	1.22	2.6	2.55	2.45	2.69	6.13	5.84
55573	55573	'CDV3'	mRNA	-0.406716566	7.59E-04	0.009204446	75.83	75.98	64.34	53.22	174.6	167.53	151.69	122.17
5558	5558	'PRIM2'	mRNA	-0.91186083	2.28E-06	5.90E-05	10.54	11.92	5.92	6.4	24.27	26.29	13.96	14.69
55604	55604	'CARMIL1'	mRNA	-0.401034574	0.00501546	0.042955288	9.24	9.53	7.22	7.41	21.28	21.01	17.03	17.01
55624	55624	'POMGNT1'	mRNA	0.521670254	3.68E-05	6.91E-04	30.69	28.27	44.68	43.08	70.66	62.34	105.33	98.89
55633	55633	'TBC1D22B'	mRNA	0.636487619	0.001794875	0.018862438	4.36	3.51	6.63	6.86	10.04	7.74	15.64	15.76
55660	55660	'PRPF40A'	mRNA	-0.553494	6.46E-05	0.001142437	18.75	20.94	15.01	12.51	43.17	46.18	35.39	28.72
55679	55679	'LIMS2'	mRNA	-0.80553001	1.23E-05	2.63E-04	20.9	16.05	11.77	9.75	48.11	35.39	27.74	22.37
55680	55680	'RUFY2'	mRNA	-0.503587064	0.003405527	0.03168935	6.48	6.92	4.83	4.94	14.93	15.25	11.39	11.33
5569	5569	'PKIA'	mRNA	1.511334396	8.61E-19	1.40E-16	4.9	5.28	13.35	16.56	11.27	11.63	31.48	38.01
55691	55691	'FRMD4A'	mRNA	0.416552323	4.51E-04	0.006020291	16.82	15.6	22.58	22.97	38.73	34.4	53.23	52.73
55701	55701	'ARHGEF40'	mRNA	0.556555126	5.65E-06	1.33E-04	17.15	16.33	26.3	24.64	39.48	36.01	62	56.56
55707	55707	'NECAP2'	mRNA	-0.604017271	2.33E-05	4.64E-04	42.97	43.19	26.85	31.39	98.93	95.23	63.3	72.06
55716	55716	'LMBR1L'	mRNA	0.580834481	3.98E-04	0.005423967	11.13	11.19	16.13	19.83	25.62	24.68	38.03	45.52
55728	55728	'N4BP2'	mRNA	0.635889435	0.002827312	0.027180672	1.24	1.11	1.75	1.92	2.85	2.45	4.12	4.4
55731	55731	'FAM222B'	mRNA	0.682051269	2.22E-04	0.003338123	4.06	3.76	6.07	6.77	9.35	8.29	14.3	15.55
55733	55733	'HHAT'	mRNA	1.101680698	3.37E-07	1.09E-05	2.37	2.43	5.31	5.21	5.45	5.35	12.53	11.95
55742	55742	'PARVA'	mRNA	-0.892056118	1.28E-14	1.33E-12	44.14	42.02	23.01	24.81	101.63	92.65	54.24	56.96
55743	55743	'CHFR'	mRNA	0.465443108	0.001263455	0.014088779	10.18	10.92	15.13	14.88	23.43	24.09	35.67	34.16
55752	55752	'SEPTIN11'	mRNA	-0.77849304	1.40E-12	1.13E-10	80.48	76.81	47.74	48.73	185.3	169.37	112.56	111.87
55764	55764	'IFT122'	mRNA	0.464936731	0.004593115	0.040228752	6.02	6.67	9.13	8.78	13.86	14.71	21.52	20.15
55788	55788	'LMBRD1'	mRNA	0.416586329	0.005476223	0.045885612	9.59	11.56	14.84	14.25	22.09	25.49	34.99	32.71
55790	55790	'CSGALNACT1'	mRNA	0.49081444	6.89E-04	0.008505131	11.6	12.16	16.34	17.96	26.72	26.81	38.52	41.23
55816	55816	'DOK5'	mRNA	-0.484878379	0.0037744	0.034277626	17.14	17.44	12.71	12.52	39.47	38.47	29.97	28.75
55830	55830	'GLT8D1'	mRNA	-1.412800629	5.26E-16	6.28E-14	33.61	39.4	12.09	15.58	77.38	86.88	28.51	35.77
5584	5584	'PRKCI'	mRNA	-0.518237679	1.99E-04	0.003048073	15.48	16.49	12.58	10.45	35.65	36.36	29.66	24
55854	55854	'ZC3H15'	mRNA	-0.445789417	0.003553296	0.032801367	26.28	29.71	19.93	22.39	60.5	65.52	46.98	51.41
55861	55861	'DBNDD2'	mRNA	-0.628940702	0.001972829	0.020325022	21.64	20.67	13.53	14.67	49.81	45.57	31.91	33.67
5587	5587	'PRKD1'	mRNA	-0.889160235	1.33E-06	3.68E-05	7.1	7.46	4.12	4.09	16.35	16.45	9.72	9.4
55872	55872	'PBK'	mRNA	-1.094506882	0.001104296	0.012634855	4.65	4.52	1.64	2.78	10.71	9.96	3.86	6.39
55901	55901	'THSD1'	mRNA	-1.23252383	8.13E-09	3.76E-07	7.56	7.35	3.67	2.79	17.4	16.21	8.66	6.41
55959	55959	'SULF2'	mRNA	-0.568525321	6.53E-04	0.008167394	8.84	8.79	5.83	6.41	20.36	19.38	13.75	14.71
55974	55974	'SLC50A1'	mRNA	-2.045779238	2.50E-20	4.83E-18	24.36	26.74	5.36	7.12	56.08	58.96	12.63	16.34
5603	5603	'MAPK13'	mRNA	0.661019565	3.69E-06	9.11E-05	7.9	7.57	13.9	11.3	18.19	16.7	32.76	25.95
56034	56034	'PDGFC'	mRNA	-0.701906872	5.11E-06	1.22E-04	26.41	25.83	14.87	18.71	60.8	56.97	35.07	42.95
56097	56097	'PCDHGC5'	mRNA	1.259198624	2.88E-04	0.004147219	0.78	0.65	1.22	1.76	1.8	1.43	2.87	4.04
56180	56180	'MOSPD1'	mRNA	-0.510817033	0.002978945	0.028375847	19.32	21.61	12.95	16.57	44.49	47.64	30.52	38.04
