ID	name	UP/DOWN	statistic	p.value	FDRp.value	N.nodes	N.gene.nodes	N.measured.nodes	ratio.measured.gene.nodes	nodes	N.DA.nodes	DA.nodes
P-hsa04530-20 22	Tight junction: ACTB MYL12B	DOWN	-6.48715556898695	5.85325246004724e-10	1.46214402330874e-09	3	3	3	1	N-hsa04530-2, N-hsa04530-25, N-hsa04530-20 22	3	N-hsa04530-2, N-hsa04530-25, N-hsa04530-20 22
P-hsa04530-22 33	Tight junction: MYL12B CGN	UP	8.52033073262174	2.71033477134424e-15	9.31243229128532e-15	3	3	3	1	N-hsa04530-2, N-hsa04530-25, N-hsa04530-22 33	3	N-hsa04530-2, N-hsa04530-25, N-hsa04530-22 33
P-hsa04530-11 20 16	Tight junction: TJP1 ACTB CTTN	DOWN	-4.48586937464423	1.17823736100636e-05	2.2259549740664e-05	4	4	4	1	N-hsa04530-2, N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 20 16	3	N-hsa04530-2, N-hsa04530-34, N-hsa04530-11 20 16
P-hsa04530-13 45 20	Tight junction: EPB41 TJP2 ACTB	DOWN	-3.05133585714183	0.00256293553987504	0.00397360915107899	2	2	2	1	N-hsa04530-2, N-hsa04530-13 45 20	2	N-hsa04530-2, N-hsa04530-13 45 20
P-hsa04530-14 20 43	Tight junction: CTNNA1 ACTB ACTN4	UP	2.61959568157964	0.00942608141612151	0.0136445437782747	2	2	2	1	N-hsa04530-2, N-hsa04530-14 20 43	1	N-hsa04530-2
P-hsa04530-20 37	Tight junction: ACTB TJP3	UP	11.5421186346101	2.47910408599935e-24	1.68507219758506e-23	2	2	2	1	N-hsa04530-2, N-hsa04530-20 37	2	N-hsa04530-2, N-hsa04530-20 37
P-hsa04530-20 31	Tight junction: ACTB MLLT4	DOWN	-4.07267960215332	6.51902959174002e-05	0.000114832859287364	3	3	3	1	N-hsa04530-2, N-hsa04530-29, N-hsa04530-20 31	3	N-hsa04530-2, N-hsa04530-29, N-hsa04530-20 31
P-hsa04530-20 62	Tight junction: ACTB SHROOM1	UP	5.97884274549531	9.16806323465518e-09	2.14770494153094e-08	2	2	2	1	N-hsa04530-2, N-hsa04530-20 62	2	N-hsa04530-2, N-hsa04530-20 62
P-hsa04530-1 5	Tight junction: IGSF5 IGSF5	DOWN	-1.85203573180869	0.0653817426331368	0.0860141298595825	7	7	7	1	N-hsa04530-3, N-hsa04530-9, N-hsa04530-12, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-1 5	6	N-hsa04530-3, N-hsa04530-9, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-1 5
P-hsa04530-5 11 31	Tight junction: IGSF5 TJP1 MLLT4	DOWN	-8.50061491316419	3.07863672774519e-15	1.04629030819746e-14	9	9	9	1	N-hsa04530-3, N-hsa04530-9, N-hsa04530-12, N-hsa04530-29, N-hsa04530-34, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-5 11 31	7	N-hsa04530-3, N-hsa04530-9, N-hsa04530-29, N-hsa04530-34, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28
P-hsa04530-5 10	Tight junction: IGSF5 MAGI1	DOWN	-11.1666522464169	3.66099306845703e-23	2.23714104118091e-22	7	7	7	1	N-hsa04530-3, N-hsa04530-9, N-hsa04530-12, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-5 10	6	N-hsa04530-3, N-hsa04530-9, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-5 10
P-hsa04530-5 15	Tight junction: IGSF5 MPDZ	DOWN	-11.7846643441637	4.30832735839894e-25	3.10862389398324e-24	7	7	7	1	N-hsa04530-3, N-hsa04530-9, N-hsa04530-12, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-5 15	6	N-hsa04530-3, N-hsa04530-9, N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-5 15
P-hsa04530-4 37 11	Tight junction: OCLN TJP3 TJP1	UP	7.66783992854552	5.84187746402413e-13	1.72860601301408e-12	4	4	4	1	N-hsa04530-12, N-hsa04530-18, N-hsa04530-34, N-hsa04530-4 37 11	3	N-hsa04530-18, N-hsa04530-34, N-hsa04530-4 37 11
P-hsa04530-6 11 45	Tight junction: CLDN24 TJP1 TJP2	DOWN	-5.93692971998691	1.14268906250249e-08	2.65636267813467e-08	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-6 11 45	2	N-hsa04530-34, N-hsa04530-6 11 45
P-hsa04530-11 36 14	Tight junction: TJP1 CTNNB1 CTNNA1	DOWN	-7.06788441797109	2.12942521506391e-11	5.85748050360687e-11	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 36 14	2	N-hsa04530-34, N-hsa04530-11 36 14
P-hsa04530-11 24 23	Tight junction: TJP1 YBX3 CDK4	UP	1.71700755847302	0.0874074927593444	0.113087211321745	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 24 23	2	N-hsa04530-34, N-hsa04530-11 24 23
P-hsa04530-11 33	Tight junction: TJP1 CGN	UP	4.43570581402805	1.45986356968917e-05	2.73323758157374e-05	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 33	2	N-hsa04530-34, N-hsa04530-11 33
P-hsa04530-11 13	Tight junction: TJP1 EPB41	DOWN	-9.46441798071439	5.21849071062134e-18	2.19214645186212e-17	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 13	2	N-hsa04530-34, N-hsa04530-11 13
P-hsa04530-11 43	Tight junction: TJP1 ACTN4	DOWN	-6.83283973298017	8.3135279957612e-11	2.19355534740478e-10	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 43	2	N-hsa04530-34, N-hsa04530-11 43
P-hsa04530-11 62	Tight junction: TJP1 SHROOM1	DOWN	-1.19946747953183	0.231656900967114	0.281651552958072	3	3	3	1	N-hsa04530-12, N-hsa04530-34, N-hsa04530-11 62	1	N-hsa04530-34
P-hsa04530-4 53	Tight junction: OCLN OCLN	UP	10.0018702337858	1.32155221673514e-19	6.30847826614535e-19	2	2	2	1	N-hsa04530-18, N-hsa04530-4 53	2	N-hsa04530-18, N-hsa04530-4 53
P-hsa04530-4 45	Tight junction: OCLN TJP2	DOWN	-2.99558642325526	0.00305823664976659	0.00467965086049113	2	2	2	1	N-hsa04530-18, N-hsa04530-4 45	2	N-hsa04530-18, N-hsa04530-4 45
P-hsa04530-8	Tight junction: LLGL2	UP	13.0716050782419	3.59859987539369e-29	3.47988317847349e-28	4	4	4	1	N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-8	4	N-hsa04530-39, N-hsa04530-41, N-hsa04530-7 28, N-hsa04530-8
P-hsa04530-7 52	Tight junction: PARD6A MPP5	UP	9.51718799969839	3.64985887239053e-18	1.55263837746137e-17	2	2	2	1	N-hsa04530-39, N-hsa04530-7 52	2	N-hsa04530-39, N-hsa04530-7 52
P-hsa04530-30	Tight junction: AKT3	DOWN	-0.548510252397187	0.58390660502052	0.659487532220647	3	3	3	1	N-hsa04530-48, N-hsa04530-43 47, N-hsa04530-30	3	N-hsa04530-48, N-hsa04530-43 47, N-hsa04530-30
P-hsa04540-18 19	Gap junction: GJA1 GJA1***	UP	3.59911955382989	0.000395748159865079	0.000658760912073547	2	2	2	1	N-hsa04540-8, N-hsa04540-18 19	2	N-hsa04540-8, N-hsa04540-18 19
P-hsa04540-14 16	Gap junction: GJA1 GJA1	DOWN	-5.77893905293625	2.59655539646586e-08	5.87592029405301e-08	37	31	31	1	N-hsa04540-9, N-hsa04540-13, N-hsa04540-23, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-33, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-40, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-49, N-hsa04540-50, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-14 16, N-hsa04540-11, N-hsa04540-1, N-hsa04540-10, N-hsa04540-22, N-hsa04540-12, N-hsa04540-21	25	N-hsa04540-9, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-14 16
P-hsa04540-14 15	Gap junction: GJA1 GJA1*	DOWN	-5.77893905293625	2.59655539646586e-08	5.87592029405301e-08	37	31	31	1	N-hsa04540-9, N-hsa04540-13, N-hsa04540-23, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-33, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-40, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-49, N-hsa04540-50, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-14 15, N-hsa04540-11, N-hsa04540-1, N-hsa04540-10, N-hsa04540-22, N-hsa04540-12, N-hsa04540-21	25	N-hsa04540-9, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-14 15
P-hsa04540-14 31	Gap junction: GJA1 TJP1	DOWN	-6.28827261254026	1.74755760370331e-09	4.23568225393723e-09	37	31	31	1	N-hsa04540-9, N-hsa04540-13, N-hsa04540-23, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-33, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-40, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-49, N-hsa04540-50, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-14 31, N-hsa04540-11, N-hsa04540-1, N-hsa04540-10, N-hsa04540-22, N-hsa04540-12, N-hsa04540-21	24	N-hsa04540-9, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-28, N-hsa04540-29, N-hsa04540-30, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54
P-hsa04540-16 17	Gap junction: GJA1 GJA1**	DOWN	-1.12176567431495	0.26320434512664	0.317129962400499	36	30	30	1	N-hsa04540-9, N-hsa04540-13, N-hsa04540-23, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-29, N-hsa04540-30, N-hsa04540-33, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-40, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-49, N-hsa04540-50, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-16 17, N-hsa04540-11, N-hsa04540-1, N-hsa04540-10, N-hsa04540-22, N-hsa04540-12, N-hsa04540-21	24	N-hsa04540-9, N-hsa04540-24, N-hsa04540-25, N-hsa04540-26, N-hsa04540-27, N-hsa04540-29, N-hsa04540-30, N-hsa04540-34, N-hsa04540-37, N-hsa04540-38, N-hsa04540-39, N-hsa04540-41, N-hsa04540-42, N-hsa04540-43, N-hsa04540-44, N-hsa04540-45, N-hsa04540-46, N-hsa04540-47, N-hsa04540-48, N-hsa04540-51, N-hsa04540-52, N-hsa04540-53, N-hsa04540-54, N-hsa04540-16 17
P-hsa04550-101	Signaling pathways regulating pluripotency of stem cells: ESRRB	DOWN	-7.73185251634166	3.94256733756095e-13	1.17400894051815e-12	7	7	7	1	N-hsa04550-1, N-hsa04550-4, N-hsa04550-5, N-hsa04550-7, N-hsa04550-8, N-hsa04550-100, N-hsa04550-101	6	N-hsa04550-1, N-hsa04550-4, N-hsa04550-5, N-hsa04550-8, N-hsa04550-100, N-hsa04550-101
P-hsa04550-9	Signaling pathways regulating pluripotency of stem cells: HNF1A	DOWN	-0.903072740362376	0.367490682020505	0.433053650641089	6	6	6	1	N-hsa04550-1, N-hsa04550-4, N-hsa04550-5, N-hsa04550-8, N-hsa04550-2 3 7, N-hsa04550-9	5	N-hsa04550-1, N-hsa04550-4, N-hsa04550-5, N-hsa04550-8, N-hsa04550-2 3 7
P-hsa04550-66	Signaling pathways regulating pluripotency of stem cells: MYC	DOWN	-10.602614960948	1.99988901377568e-21	1.08120800860034e-20	5	5	5	1	N-hsa04550-11, N-hsa04550-12, N-hsa04550-13, N-hsa04550-14, N-hsa04550-66	5	N-hsa04550-11, N-hsa04550-12, N-hsa04550-13, N-hsa04550-14, N-hsa04550-66
P-hsa04550-17	Signaling pathways regulating pluripotency of stem cells: AKT3	DOWN	-6.3184091647092	1.48272373204287e-09	3.60776876953621e-09	4	4	4	1	N-hsa04550-11, N-hsa04550-12, N-hsa04550-16, N-hsa04550-17	3	N-hsa04550-11, N-hsa04550-12, N-hsa04550-17
P-hsa04550-22	Signaling pathways regulating pluripotency of stem cells: SMAD2	DOWN	-2.49735150319957	0.0132569062825531	0.0189269072953345	4	4	4	1	N-hsa04550-20, N-hsa04550-21, N-hsa04550-106, N-hsa04550-22	3	N-hsa04550-20, N-hsa04550-21, N-hsa04550-106
P-hsa04550-69	Signaling pathways regulating pluripotency of stem cells: ID1	DOWN	-7.99102970472273	7.88274693423673e-14	2.47291525896791e-13	4	4	4	1	N-hsa04550-23, N-hsa04550-24, N-hsa04550-68 105, N-hsa04550-69	4	N-hsa04550-23, N-hsa04550-24, N-hsa04550-68 105, N-hsa04550-69
P-hsa04550-25	Signaling pathways regulating pluripotency of stem cells: MAPK1	UP	3.96452606708272	9.99055629484727e-05	0.000172899295287209	3	3	3	1	N-hsa04550-23, N-hsa04550-24, N-hsa04550-25	3	N-hsa04550-23, N-hsa04550-24, N-hsa04550-25
P-hsa04550-60	Signaling pathways regulating pluripotency of stem cells: MAPK14	UP	5.06915527030896	8.56175556577315e-07	1.76310136568501e-06	3	3	3	1	N-hsa04550-23, N-hsa04550-24, N-hsa04550-60	3	N-hsa04550-23, N-hsa04550-24, N-hsa04550-60
P-hsa04550-53 64	Signaling pathways regulating pluripotency of stem cells: SMAD1 SMAD4	DOWN	-4.54815145301846	9.00694518210828e-06	1.72067506737629e-05	3	3	3	1	N-hsa04550-29, N-hsa04550-30, N-hsa04550-53 64	3	N-hsa04550-29, N-hsa04550-30, N-hsa04550-53 64
P-hsa04550-34	Signaling pathways regulating pluripotency of stem cells: MAPK1*	DOWN	-15.0598901309312	1.52361713063998e-35	2.64657938618574e-34	6	6	6	1	N-hsa04550-31, N-hsa04550-32, N-hsa04550-33, N-hsa04550-37, N-hsa04550-38, N-hsa04550-34	5	N-hsa04550-31, N-hsa04550-33, N-hsa04550-37, N-hsa04550-38, N-hsa04550-34
P-hsa04550-36	Signaling pathways regulating pluripotency of stem cells: AKT3*	DOWN	-13.7399691225023	2.61958703886418e-31	2.96044896681277e-30	6	6	6	1	N-hsa04550-35, N-hsa04550-37, N-hsa04550-38, N-hsa04550-40, N-hsa04550-41, N-hsa04550-36	5	N-hsa04550-37, N-hsa04550-38, N-hsa04550-40, N-hsa04550-41, N-hsa04550-36
P-hsa04550-62 63	Signaling pathways regulating pluripotency of stem cells: SMAD2 SMAD4	DOWN	-5.41481413949321	1.62433371087857e-07	3.52690977037987e-07	4	4	4	1	N-hsa04550-39, N-hsa04550-61, N-hsa04550-107, N-hsa04550-62 63	4	N-hsa04550-39, N-hsa04550-61, N-hsa04550-107, N-hsa04550-62 63
P-hsa04550-47	Signaling pathways regulating pluripotency of stem cells: CTNNB1*	DOWN	-1.19643712778377	0.232834235313265	0.282899627880625	5	5	5	1	N-hsa04550-42, N-hsa04550-45, N-hsa04550-46, N-hsa04550-48, N-hsa04550-47	4	N-hsa04550-42, N-hsa04550-45, N-hsa04550-46, N-hsa04550-48
P-hsa04550-67	Signaling pathways regulating pluripotency of stem cells: MYC*	DOWN	-6.98722036848579	3.40886396084888e-11	9.24137108461345e-11	5	5	5	1	N-hsa04550-42, N-hsa04550-45, N-hsa04550-46, N-hsa04550-48, N-hsa04550-67	5	N-hsa04550-42, N-hsa04550-45, N-hsa04550-46, N-hsa04550-48, N-hsa04550-67
P-hsa04610-7	Complement and coagulation cascades: Fibrin	DOWN	-0.724225711020881	0.469708834467135	0.542737493739184	24	23	22	0.956521739130435	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-8, N-hsa04610-9, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-5, N-hsa04610-7	19	N-hsa04610-2, N-hsa04610-6, N-hsa04610-9, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5
P-hsa04610-17	Complement and coagulation cascades: PLG	UP	6.35951947619467	1.18398517551041e-09	2.89968170921350e-09	26	26	24	0.923076923076923	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-16, N-hsa04610-19, N-hsa04610-20, N-hsa04610-21, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-17, N-hsa04610-5	22	N-hsa04610-2, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-16, N-hsa04610-19, N-hsa04610-20, N-hsa04610-21, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5
P-hsa04610-57	Complement and coagulation cascades: PLAUR	UP	12.0244957288486	7.57999764501092e-26	5.7108737277271e-25	24	24	23	0.958333333333333	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-16, N-hsa04610-20, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-5, N-hsa04610-57	21	N-hsa04610-2, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-16, N-hsa04610-20, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5, N-hsa04610-57
P-hsa04610-11	Complement and coagulation cascades: F2R	UP	16.3142994709215	1.47067404221918e-39	4.18027955030785e-38	22	22	21	0.954545454545455	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-5, N-hsa04610-11	19	N-hsa04610-2, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5, N-hsa04610-11
P-hsa04610-58	Complement and coagulation cascades: F2RL2	UP	1.24174582180642	0.215673531494555	0.263929253153154	22	22	21	0.954545454545455	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-5, N-hsa04610-58	19	N-hsa04610-2, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5, N-hsa04610-58
P-hsa04610-52	Complement and coagulation cascades: CPB2	UP	0.181789920398058	0.855917636947081	0.922816946501566	22	22	21	0.954545454545455	N-hsa04610-2, N-hsa04610-4, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-40, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-3, N-hsa04610-5, N-hsa04610-52	18	N-hsa04610-2, N-hsa04610-6, N-hsa04610-10, N-hsa04610-12, N-hsa04610-13, N-hsa04610-15, N-hsa04610-37, N-hsa04610-39, N-hsa04610-41, N-hsa04610-42, N-hsa04610-43, N-hsa04610-49, N-hsa04610-51, N-hsa04610-60, N-hsa04610-72, N-hsa04610-14 50, N-hsa04610-38 59, N-hsa04610-5
P-hsa04610-46	Complement and coagulation cascades: C2	UP	6.32033688172619	1.46719356344077e-09	3.57461704547388e-09	4	4	4	1	N-hsa04610-26, N-hsa04610-28, N-hsa04610-24 25, N-hsa04610-46	3	N-hsa04610-26, N-hsa04610-28, N-hsa04610-46
P-hsa04610-45	Complement and coagulation cascades: C4A	UP	6.40844456743188	9.04750315693597e-10	2.23330472663314e-09	4	4	4	1	N-hsa04610-26, N-hsa04610-28, N-hsa04610-24 25, N-hsa04610-45	3	N-hsa04610-26, N-hsa04610-28, N-hsa04610-45
P-hsa04610-23	Complement and coagulation cascades: BDKRB1	DOWN	-0.438954622055916	0.661132048051739	0.736073425605378	6	5	5	1	N-hsa04610-2, N-hsa04610-18, N-hsa04610-19, N-hsa04610-22, N-hsa04610-51, N-hsa04610-23	5	N-hsa04610-2, N-hsa04610-18, N-hsa04610-19, N-hsa04610-51, N-hsa04610-23
P-hsa04610-44	Complement and coagulation cascades: C3	DOWN	-9.54738871063691	2.97346708156982e-18	1.27066611503986e-17	3	3	3	1	N-hsa04610-67, N-hsa04610-68, N-hsa04610-44	3	N-hsa04610-67, N-hsa04610-68, N-hsa04610-44
P-hsa04611-7	Platelet activation: ITPR1	DOWN	-14.5657099268084	5.87506241642672e-34	8.678438656076e-33	46	36	36	1	N-hsa04611-2, N-hsa04611-4, N-hsa04611-5, N-hsa04611-8, N-hsa04611-9, N-hsa04611-10, N-hsa04611-11, N-hsa04611-12, N-hsa04611-13, N-hsa04611-14, N-hsa04611-15, N-hsa04611-17, N-hsa04611-20, N-hsa04611-21, N-hsa04611-22, N-hsa04611-23, N-hsa04611-27, N-hsa04611-37, N-hsa04611-46, N-hsa04611-47, N-hsa04611-48, N-hsa04611-50, N-hsa04611-51, N-hsa04611-52, N-hsa04611-53, N-hsa04611-57, N-hsa04611-63, N-hsa04611-64, N-hsa04611-65, N-hsa04611-66, N-hsa04611-69, N-hsa04611-72, N-hsa04611-83, N-hsa04611-87, N-hsa04611-88, N-hsa04611-89, N-hsa04611-90, N-hsa04611-16 77, N-hsa04611-16 78, N-hsa04611-24 68, N-hsa04611-76 81, N-hsa04611-82 18 73 74 75, N-hsa04611-7, N-hsa04611-70, N-hsa04611-19 79 80, N-hsa04611-49	27	N-hsa04611-9, N-hsa04611-11, N-hsa04611-15, N-hsa04611-17, N-hsa04611-20, N-hsa04611-22, N-hsa04611-23, N-hsa04611-37, N-hsa04611-46, N-hsa04611-51, N-hsa04611-52, N-hsa04611-57, N-hsa04611-63, N-hsa04611-64, N-hsa04611-65, N-hsa04611-66, N-hsa04611-69, N-hsa04611-72, N-hsa04611-83, N-hsa04611-87, N-hsa04611-88, N-hsa04611-89, N-hsa04611-90, N-hsa04611-76 81, N-hsa04611-70, N-hsa04611-19 79 80, N-hsa04611-7
