module	path_id	path_name	name	class	description	compounds
71	M00075_G00019	hsa00510	N-Glycan biosynthesis	N-Glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	N-glycans or asparagine-linked glycans are major constituents of glycoproteins in eukaryotes. N-glycans are covalently attached to asparagine with the consensus sequence of Asn-X-Ser/Thr by an N-glycosidic bond, GlcNAc b1- Asn. Biosynthesis of N-glycans begins on the cytoplasmic face of the ER membrane with the transferase reaction of UDP-GlcNAc and the lipid-like precursor P-Dol (dolichol phosphate) to generate GlcNAc a1- PP-Dol. After sequential addition of monosaccharides by ALG glycosyltransferases [MD:M00055], the N-glycan precursor is attached by the OST (oligosaccharyltransferase) complex to the polypeptide chain that is being synthesized and translocated through the ER membrane. The protein-bound N-glycan precursor is subsequently trimmed, extended, and modified in the ER and Golgi by a complex series of reactions catalyzed by membrane-bound glycosidases and glycosyltransferases. N-glycans thus synthesized are classified into three types: high-mannose type, complex type, and hybrid type. Defects in N-glycan biosynthesis lead to a variety of human diseases known as congenital disorders of glycosylation [DS:H00118 H00119].	GDP-mannose, Dolichyl phosphate, Dolichol, Dolichyl diphosphate, Dolichyl beta-D-glucosyl phosphate, Protein asparagine, Dolichyl phosphate D-mannose, Polyprenol, N-Acetyl-D-glucosaminyldiphosphodolichol, N,N'-Chitobiosyldiphosphodolichol, NA  G00003, NA  G00004, NA  G00005, NA  G00006, NA  G00007, NA  G00008, NA  G00009, NA  G00010, NA  G00011, NA  G00012, NA  G00013, NA  G00014, NA  G00015, Core fucose, NA  G00017, DS 3, NA  G00019, NA  G00020, NA  G00021, NA  G00022, NA  G00171, NA  G10526, NA  G10595, NA  G10596, NA  G10597, NA  G10598, NA  G10599, NA  G10694
72	M00075_G00022	hsa00510	N-Glycan biosynthesis	N-Glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	N-glycans or asparagine-linked glycans are major constituents of glycoproteins in eukaryotes. N-glycans are covalently attached to asparagine with the consensus sequence of Asn-X-Ser/Thr by an N-glycosidic bond, GlcNAc b1- Asn. Biosynthesis of N-glycans begins on the cytoplasmic face of the ER membrane with the transferase reaction of UDP-GlcNAc and the lipid-like precursor P-Dol (dolichol phosphate) to generate GlcNAc a1- PP-Dol. After sequential addition of monosaccharides by ALG glycosyltransferases [MD:M00055], the N-glycan precursor is attached by the OST (oligosaccharyltransferase) complex to the polypeptide chain that is being synthesized and translocated through the ER membrane. The protein-bound N-glycan precursor is subsequently trimmed, extended, and modified in the ER and Golgi by a complex series of reactions catalyzed by membrane-bound glycosidases and glycosyltransferases. N-glycans thus synthesized are classified into three types: high-mannose type, complex type, and hybrid type. Defects in N-glycan biosynthesis lead to a variety of human diseases known as congenital disorders of glycosylation [DS:H00118 H00119].	GDP-mannose, Dolichyl phosphate, Dolichol, Dolichyl diphosphate, Dolichyl beta-D-glucosyl phosphate, Protein asparagine, Dolichyl phosphate D-mannose, Polyprenol, N-Acetyl-D-glucosaminyldiphosphodolichol, N,N'-Chitobiosyldiphosphodolichol, NA  G00003, NA  G00004, NA  G00005, NA  G00006, NA  G00007, NA  G00008, NA  G00009, NA  G00010, NA  G00011, NA  G00012, NA  G00013, NA  G00014, NA  G00015, Core fucose, NA  G00017, DS 3, NA  G00019, NA  G00020, NA  G00021, NA  G00022, NA  G00171, NA  G10526, NA  G10595, NA  G10596, NA  G10597, NA  G10598, NA  G10599, NA  G10694
73	M00075_G00018	hsa00510	N-Glycan biosynthesis	N-Glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	N-glycans or asparagine-linked glycans are major constituents of glycoproteins in eukaryotes. N-glycans are covalently attached to asparagine with the consensus sequence of Asn-X-Ser/Thr by an N-glycosidic bond, GlcNAc b1- Asn. Biosynthesis of N-glycans begins on the cytoplasmic face of the ER membrane with the transferase reaction of UDP-GlcNAc and the lipid-like precursor P-Dol (dolichol phosphate) to generate GlcNAc a1- PP-Dol. After sequential addition of monosaccharides by ALG glycosyltransferases [MD:M00055], the N-glycan precursor is attached by the OST (oligosaccharyltransferase) complex to the polypeptide chain that is being synthesized and translocated through the ER membrane. The protein-bound N-glycan precursor is subsequently trimmed, extended, and modified in the ER and Golgi by a complex series of reactions catalyzed by membrane-bound glycosidases and glycosyltransferases. N-glycans thus synthesized are classified into three types: high-mannose type, complex type, and hybrid type. Defects in N-glycan biosynthesis lead to a variety of human diseases known as congenital disorders of glycosylation [DS:H00118 H00119].	GDP-mannose, Dolichyl phosphate, Dolichol, Dolichyl diphosphate, Dolichyl beta-D-glucosyl phosphate, Protein asparagine, Dolichyl phosphate D-mannose, Polyprenol, N-Acetyl-D-glucosaminyldiphosphodolichol, N,N'-Chitobiosyldiphosphodolichol, NA  G00003, NA  G00004, NA  G00005, NA  G00006, NA  G00007, NA  G00008, NA  G00009, NA  G00010, NA  G00011, NA  G00012, NA  G00013, NA  G00014, NA  G00015, Core fucose, NA  G00017, DS 3, NA  G00019, NA  G00020, NA  G00021, NA  G00022, NA  G00171, NA  G10526, NA  G10595, NA  G10596, NA  G10597, NA  G10598, NA  G10599, NA  G10694
74	M00076_G00872	hsa00531	Glycosaminoglycan degradation	Glycosaminoglycan degradation - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Dermatan sulfate, Keratan sulfate, Chondroitin 4-sulfate, Heparan sulfate, NA  G00526, NA  G00711, DWA-2, NA  G01391, NA  G01945, NA  G01977, NA  G02632, NA  G09660, NA  G10008, Hyaluronic acid, NA  G12336, NA  G13034, NA  G13035, NA  G13036, NA  G13037, NA  G13038, NA  G13039, NA  G13040, NA  G13041, NA  G13042, NA  G13043, NA  G13073, NA  G13074
75	M00077_G00872	hsa00531	Glycosaminoglycan degradation	Glycosaminoglycan degradation - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Dermatan sulfate, Keratan sulfate, Chondroitin 4-sulfate, Heparan sulfate, NA  G00526, NA  G00711, DWA-2, NA  G01391, NA  G01945, NA  G01977, NA  G02632, NA  G09660, NA  G10008, Hyaluronic acid, NA  G12336, NA  G13034, NA  G13035, NA  G13036, NA  G13037, NA  G13038, NA  G13039, NA  G13040, NA  G13041, NA  G13042, NA  G13043, NA  G13073, NA  G13074
76	M00078_G02632	hsa00531	Glycosaminoglycan degradation	Glycosaminoglycan degradation - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Dermatan sulfate, Keratan sulfate, Chondroitin 4-sulfate, Heparan sulfate, NA  G00526, NA  G00711, DWA-2, NA  G01391, NA  G01945, NA  G01977, NA  G02632, NA  G09660, NA  G10008, Hyaluronic acid, NA  G12336, NA  G13034, NA  G13035, NA  G13036, NA  G13037, NA  G13038, NA  G13039, NA  G13040, NA  G13041, NA  G13042, NA  G13043, NA  G13073, NA  G13074
77	M00079_G01391	hsa00531	Glycosaminoglycan degradation	Glycosaminoglycan degradation - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Dermatan sulfate, Keratan sulfate, Chondroitin 4-sulfate, Heparan sulfate, NA  G00526, NA  G00711, DWA-2, NA  G01391, NA  G01945, NA  G01977, NA  G02632, NA  G09660, NA  G10008, Hyaluronic acid, NA  G12336, NA  G13034, NA  G13035, NA  G13036, NA  G13037, NA  G13038, NA  G13039, NA  G13040, NA  G13041, NA  G13042, NA  G13043, NA  G13073, NA  G13074
78	M00082_C05744	hsa01212	Fatty acid metabolism	Fatty acid metabolism - Homo sapiens (human)	NA	NA	NA
79	M00082_C05744	hsa00061	Fatty acid biosynthesis	Fatty acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acetyl-CoA, Malonyl-CoA, Palmitoyl-CoA, Acyl-[acyl-carrier protein], Acyl-carrier protein, Hexadecanoic acid, Malonate, Long-chain fatty acid, 3-Oxoacyl-[acyl-carrier protein], trans-2,3-Dehydroacyl-[acyl-carrier protein], (9Z)-Octadecenoic acid, Oleoyl-[acyl-carrier protein], Malonyl-[acyl-carrier protein], (3R)-3-Hydroxyacyl-[acyl-carrier protein], Octadecanoic acid, Decanoic acid, Dodecanoic acid, Long-chain acyl-CoA, Acetyl-[acyl-carrier protein], Octadecanoyl-[acyl-carrier protein], cis-Dec-3-enoyl-[acp], But-2-enoyl-[acyl-carrier protein], (3R)-3-Hydroxybutanoyl-[acyl-carrier protein], (3R)-3-Hydroxydecanoyl-[acyl-carrier protein], (3R)-3-Hydroxyoctanoyl-[acyl-carrier protein], (3R)-3-Hydroxypalmitoyl-[acyl-carrier protein], (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein], Dodecanoyl-[acyl-carrier protein], Acetoacetyl-[acp], Butyryl-[acp], 3-Oxohexanoyl-[acp], (3R)-3-Hydroxyhexanoyl-[acyl-carrier protein], trans-Hex-2-enoyl-[acp], Hexanoyl-[acp], 3-Oxooctanoyl-[acp], trans-Oct-2-enoyl-[acp], Octanoyl-[acp], 3-Oxodecanoyl-[acp], trans-Dec-2-enoyl-[acp], Decanoyl-[acp], 3-Oxododecanoyl-[acp], (3R)-3-Hydroxydodecanoyl-[acyl-carrier protein], trans-Dodec-2-enoyl-[acp], 3-Oxotetradecanoyl-[acp], trans-Tetradec-2-enoyl-[acp], Tetradecanoyl-[acp], 3-Oxohexadecanoyl-[acp], trans-Hexadec-2-enoyl-[acp], Hexadecanoyl-[acp], Octanoic acid, Tetradecanoic acid, (9Z)-Hexadecenoic acid, 3-Oxostearoyl-[acp], (3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein], (2E)-Octadecenoyl-[acp], Hexadecenoyl-[acyl-carrier protein], Long-chain acyl-[acyl-carrier protein], n-7 Unsaturated acyl-[acyl-carrier protein]
80	M00083_C05745	hsa01212	Fatty acid metabolism	Fatty acid metabolism - Homo sapiens (human)	NA	NA	NA
81	M00083_C05745	hsa00061	Fatty acid biosynthesis	Fatty acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acetyl-CoA, Malonyl-CoA, Palmitoyl-CoA, Acyl-[acyl-carrier protein], Acyl-carrier protein, Hexadecanoic acid, Malonate, Long-chain fatty acid, 3-Oxoacyl-[acyl-carrier protein], trans-2,3-Dehydroacyl-[acyl-carrier protein], (9Z)-Octadecenoic acid, Oleoyl-[acyl-carrier protein], Malonyl-[acyl-carrier protein], (3R)-3-Hydroxyacyl-[acyl-carrier protein], Octadecanoic acid, Decanoic acid, Dodecanoic acid, Long-chain acyl-CoA, Acetyl-[acyl-carrier protein], Octadecanoyl-[acyl-carrier protein], cis-Dec-3-enoyl-[acp], But-2-enoyl-[acyl-carrier protein], (3R)-3-Hydroxybutanoyl-[acyl-carrier protein], (3R)-3-Hydroxydecanoyl-[acyl-carrier protein], (3R)-3-Hydroxyoctanoyl-[acyl-carrier protein], (3R)-3-Hydroxypalmitoyl-[acyl-carrier protein], (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein], Dodecanoyl-[acyl-carrier protein], Acetoacetyl-[acp], Butyryl-[acp], 3-Oxohexanoyl-[acp], (3R)-3-Hydroxyhexanoyl-[acyl-carrier protein], trans-Hex-2-enoyl-[acp], Hexanoyl-[acp], 3-Oxooctanoyl-[acp], trans-Oct-2-enoyl-[acp], Octanoyl-[acp], 3-Oxodecanoyl-[acp], trans-Dec-2-enoyl-[acp], Decanoyl-[acp], 3-Oxododecanoyl-[acp], (3R)-3-Hydroxydodecanoyl-[acyl-carrier protein], trans-Dodec-2-enoyl-[acp], 3-Oxotetradecanoyl-[acp], trans-Tetradec-2-enoyl-[acp], Tetradecanoyl-[acp], 3-Oxohexadecanoyl-[acp], trans-Hexadec-2-enoyl-[acp], Hexadecanoyl-[acp], Octanoic acid, Tetradecanoic acid, (9Z)-Hexadecenoic acid, 3-Oxostearoyl-[acp], (3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein], (2E)-Octadecenoyl-[acp], Hexadecenoyl-[acyl-carrier protein], Long-chain acyl-[acyl-carrier protein], n-7 Unsaturated acyl-[acyl-carrier protein]
82	M00085_C00040	hsa01212	Fatty acid metabolism	Fatty acid metabolism - Homo sapiens (human)	NA	NA	NA
83	M00085_C00040	hsa00062	Fatty acid elongation	Fatty acid elongation - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acetyl-CoA, Acyl-CoA, Malonyl-CoA, Butanoyl-CoA, Palmitoyl-CoA, Fatty acid, Hexadecanoic acid, 3-Oxoacyl-CoA, 2,3-Dehydroacyl-CoA, Long-chain fatty acid, (3S)-3-Hydroxyacyl-CoA, trans-2,3-Dehydroacyl-CoA, Lauroyl-CoA, Octanoyl-CoA, Tetradecanoyl-CoA, Long-chain acyl-CoA, 2-trans-Dodecenoyl-CoA, (S)-3-Hydroxyhexadecanoyl-CoA, 3-Oxopalmitoyl-CoA, (S)-3-Hydroxytetradecanoyl-CoA, 3-Oxotetradecanoyl-CoA, (S)-3-Hydroxydodecanoyl-CoA, 3-Oxododecanoyl-CoA, (S)-Hydroxydecanoyl-CoA, 3-Oxodecanoyl-CoA, (S)-3-Hydroxyoctanoyl-CoA, 3-Oxooctanoyl-CoA, (S)-Hydroxyhexanoyl-CoA, 3-Oxohexanoyl-CoA, Hexanoyl-CoA, trans-Hex-2-enoyl-CoA, trans-Hexadec-2-enoyl-CoA, trans-Tetradec-2-enoyl-CoA, Decanoyl-CoA, trans-Dec-2-enoyl-CoA, trans-Oct-2-enoyl-CoA, Very-long-chain acyl-CoA, Very-long-chain 3-oxoacyl-CoA, Very-long-chain (3R)-3-hydroxyacyl-CoA, Very-long-chain trans-2,3-dehydroacyl-CoA
84	M00087_C02593	hsa01212	Fatty acid metabolism	Fatty acid metabolism - Homo sapiens (human)	NA	NA	NA
85	M00087_C02593	hsa00071	Fatty acid metabolism	Fatty acid degradation - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	CoA, Acetyl-CoA, Aldehyde, Butanoyl-CoA, Palmitoyl-CoA, Fatty acid, Primary alcohol, Acyl-carrier protein, Hexadecanoic acid, Acetoacetyl-CoA, Reduced rubredoxin, Oxidized rubredoxin, Glutarate, Hexadecanal, Glutaryl-CoA, Long-chain fatty acid, 1-Hexadecanol, Crotonoyl-CoA, (S)-3-Hydroxybutanoyl-CoA, Alkane, Lauroyl-CoA, Octanoyl-CoA, Tetradecanoyl-CoA, L-Palmitoylcarnitine, 2-trans-Dodecenoyl-CoA, omega-Hydroxy fatty acid, (R)-3-Hydroxybutanoyl-CoA, alpha-Hydroxy fatty acid, (S)-3-Hydroxyhexadecanoyl-CoA, 3-Oxopalmitoyl-CoA, (S)-3-Hydroxytetradecanoyl-CoA, 3-Oxotetradecanoyl-CoA, (S)-3-Hydroxydodecanoyl-CoA, 3-Oxododecanoyl-CoA, (S)-Hydroxydecanoyl-CoA, 3-Oxodecanoyl-CoA, (S)-3-Hydroxyoctanoyl-CoA, 3-Oxooctanoyl-CoA, (S)-Hydroxyhexanoyl-CoA, 3-Oxohexanoyl-CoA, Hexanoyl-CoA, trans-Hex-2-enoyl-CoA, trans-Hexadec-2-enoyl-CoA, trans-Tetradec-2-enoyl-CoA, Decanoyl-CoA, trans-Dec-2-enoyl-CoA, trans-Oct-2-enoyl-CoA, trans,cis-Lauro-2,6-dienoyl-CoA, cis,cis-3,6-Dodecadienoyl-CoA, Long-chain acyl-[acyl-carrier protein]
86	M00089_C00422	hsa00561	Glycerolipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	UDP-glucose, Acyl-CoA, sn-Glycerol 3-phosphate, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, Fatty acid, Acyl-[acyl-carrier protein], Glycerone, 3-Phospho-D-glycerate, D-Glycerate, Phosphatidate, Triacylglycerol, D-Glyceraldehyde, 2-Phospho-D-glycerate, 1,2-Diacyl-sn-glycerol, 1-Acyl-sn-glycerol 3-phosphate, 3-Hydroxypropanal, 1-Acylglycerol, Acyl phosphate, Propane-1,3-diol, 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol, 3-D-Glucosyl-1,2-diacylglycerol, 2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol, 1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol, 3-beta-D-Galactosyl-sn-glycerol, Digalactosyl-diacylglycerol, Acyl1-monogalactosyl-diacylglycerol, Diglucosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol, alpha-Kojibiosyldiacylglycerol, UDP-6-sulfoquinovose, Sulfoquinovosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
87	M00090_C00157	hsa00564	Glycerophospholipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-(O-geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
88	M00091_C00157	hsa00564	Glycerophospholipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-(O-geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
89	M00092_C00350	hsa00564	Glycerophospholipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-(O-geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
90	M00094_C00195	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
91	M00095_C00235	hsa00900	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis - Homo sapiens (human)	Metabolism; Metabolism of terpenoids and polyketides	Terpenoids, also known as isoprenoids, are a large class of natural products consisting of isoprene (C5) units. There are two biosynthetic pathways, the mevalonate pathway [MD:M00095] and the non-mevalonate pathway or the MEP/DOXP pathway [MD:M00096], for the terpenoid building blocks: isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). The action of prenyltransferases then generates higher-order building blocks: geranyl diphosphate (GPP), farsenyl diphosphate (FPP), and geranylgeranyl diphosphate (GGPP), which are the precursors of monoterpenoids (C10), sesquiterpenoids (C15), and diterpenoids (C20), respectively. Condensation of these building blocks gives rise to the precursors of sterols (C30) and carotenoids (C40). The MEP/DOXP pathway is absent in higher animals and fungi, but in green plants the MEP/DOXP and mevalonate pathways co-exist in separate cellular compartments. The MEP/DOXP pathway, operating in the plastids, is responsible for the formation of essential oil monoterpenes and linalyl acetate, some sesquiterpenes, diterpenes, and carotenoids and phytol. The mevalonate pathway, operating in the cytosol, gives rise to triterpenes, sterols, and most sesquiterpenes.	Pyruvate, Acetyl-CoA, D-Glyceraldehyde 3-phosphate, Isopentenyl diphosphate, Dimethylallyl diphosphate, Acetoacetyl-CoA, Geranyl diphosphate, Geranylgeranyl diphosphate, (S)-3-Hydroxy-3-methylglutaryl-CoA, (R)-Mevalonate, trans,trans-Farnesyl diphosphate, (R)-5-Phosphomevalonate, (2E,6E)-Farnesol, (R)-5-Diphosphomevalonate, all-trans-Hexaprenyl diphosphate, cis-1,4-Polyisoprene, 2-trans,6-trans-Farnesal, all-trans-Nonaprenyl diphosphate, all-trans-Octaprenyl diphosphate, all-trans-Heptaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine, di-trans,poly-cis-Undecaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine methyl ester, Phytyl diphosphate, ditrans,polycis-Polyprenyl diphosphate, Polyprenol, 2-C-Methyl-D-erythritol 4-phosphate, 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 1-Deoxy-D-xylulose 5-phosphate, 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate, 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate, Isoprene, 2-cis,6-trans-Farnesyl diphosphate, all-trans-Decaprenyl diphosphate, trans,octacis-Decaprenyl diphosphate, Farnesylcysteine, 2-cis,6-cis-Farnesyl diphosphate, tritrans,heptacis-Undecaprenyl diphosphate, trans,polycis-Polyprenyl diphosphate, S-Farnesyl protein, trans,trans-Farnesyl phosphate, Isopentenyl phosphate, (R)-Mevalonate 3-phosphate, (R)-Mevalonate 3,5-bisphosphate, trans-Anhydromevalonate 5-phosphate
