path_id	numberOfCircuits	circuit_id	circuit_name
hsa04630	11	P-hsa04630-35	Jak-STAT signaling pathway: MTOR
hsa04630	11	P-hsa04630-33	Jak-STAT signaling pathway: RAF1
hsa04630	11	P-hsa04630-7	Jak-STAT signaling pathway: BCL2
hsa04630	11	P-hsa04630-31	Jak-STAT signaling pathway: BCL2L1
hsa04630	11	P-hsa04630-1	Jak-STAT signaling pathway: MYC
hsa04630	11	P-hsa04630-30	Jak-STAT signaling pathway: CDKN1A
hsa04630	11	P-hsa04630-34	Jak-STAT signaling pathway: AOX1
hsa04630	11	P-hsa04630-36	Jak-STAT signaling pathway: GFAP
hsa04630	11	P-hsa04630-24	Jak-STAT signaling pathway: MCL1
hsa04630	11	P-hsa04630-27	Jak-STAT signaling pathway: PIM1
hsa04630	11	P-hsa04630-28	Jak-STAT signaling pathway: CCND1
hsa04650	11	P-hsa04650-15	Natural killer cell mediated cytotoxicity: TNF
hsa04650	11	P-hsa04650-14	Natural killer cell mediated cytotoxicity: CSF2
hsa04650	11	P-hsa04650-16	Natural killer cell mediated cytotoxicity: PRKCA
hsa04650	11	P-hsa04650-39	Natural killer cell mediated cytotoxicity: FAS
hsa04650	11	P-hsa04650-40	Natural killer cell mediated cytotoxicity: TNFRSF10D
hsa04650	11	P-hsa04650-36	Natural killer cell mediated cytotoxicity: CASP3
hsa04650	11	P-hsa04650-35	Natural killer cell mediated cytotoxicity: BID
hsa04650	11	P-hsa04650-25	Natural killer cell mediated cytotoxicity: SH2D1B
hsa04650	11	P-hsa04650-110 111	Natural killer cell mediated cytotoxicity: ITGAL ITGB2
hsa04650	11	P-hsa04650-119	Natural killer cell mediated cytotoxicity: KLRC4-KLRK1
hsa04650	11	P-hsa04650-116	Natural killer cell mediated cytotoxicity: FCGR3A
hsa04660	10	P-hsa04660-14	T cell receptor signaling pathway: NFKB1
hsa04660	10	P-hsa04660-35	T cell receptor signaling pathway: NFATC1
hsa04660	10	P-hsa04660-26	T cell receptor signaling pathway: GRB2
hsa04660	10	P-hsa04660-30	T cell receptor signaling pathway: CD40LG
hsa04660	10	P-hsa04660-43	T cell receptor signaling pathway: RHOA
hsa04660	10	P-hsa04660-34	T cell receptor signaling pathway: FOS
hsa04660	10	P-hsa04660-44	T cell receptor signaling pathway: PAK4
hsa04660	10	P-hsa04660-40 41	T cell receptor signaling pathway: LAT GRAP2
hsa04660	10	P-hsa04660-41 46	T cell receptor signaling pathway: GRAP2 LCP2
hsa04660	10	P-hsa04660-56	T cell receptor signaling pathway: CD3E
hsa04662	9	P-hsa04662-10	B cell receptor signaling pathway: GSK3B
hsa04662	9	P-hsa04662-6	B cell receptor signaling pathway: NFKB1
hsa04662	9	P-hsa04662-16	B cell receptor signaling pathway: VAV3
hsa04662	9	P-hsa04662-24	B cell receptor signaling pathway: FOS
hsa04662	9	P-hsa04662-27	B cell receptor signaling pathway: NFATC1
hsa04662	9	P-hsa04662-29	B cell receptor signaling pathway: RAC1
hsa04662	9	P-hsa04662-32 51	B cell receptor signaling pathway: BLNK GRB2
hsa04662	9	P-hsa04662-36	B cell receptor signaling pathway: CD79A
hsa04662	9	P-hsa04662-35	B cell receptor signaling pathway: CD79B
hsa04664	6	P-hsa04664-3 4 5	Fc epsilon RI signaling pathway: FCER1G MS4A2 FCER1A
hsa04664	6	P-hsa04664-23	Fc epsilon RI signaling pathway: AKT3
hsa04664	6	P-hsa04664-30	Fc epsilon RI signaling pathway: PRKCA
hsa04664	6	P-hsa04664-47	Fc epsilon RI signaling pathway: MAPK8
hsa04664	6	P-hsa04664-25	Fc epsilon RI signaling pathway: MAPK14
hsa04664	6	P-hsa04664-46	Fc epsilon RI signaling pathway: PLA2G4B
hsa04666	12	P-hsa04666-27	Fc gamma R-mediated phagocytosis: ARPC5
hsa04666	12	P-hsa04666-38	Fc gamma R-mediated phagocytosis: CFL1
hsa04666	12	P-hsa04666-29	Fc gamma R-mediated phagocytosis: WAS
hsa04666	12	P-hsa04666-30 44	Fc gamma R-mediated phagocytosis: 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate GSN
hsa04666	12	P-hsa04666-49	Fc gamma R-mediated phagocytosis: ARF6*
hsa04666	12	P-hsa04666-20	Fc gamma R-mediated phagocytosis: PLA2G4B
hsa04666	12	P-hsa04666-41	Fc gamma R-mediated phagocytosis: MARCKS
hsa04666	12	P-hsa04666-40	Fc gamma R-mediated phagocytosis: PLA2G6
hsa04666	12	P-hsa04666-51	Fc gamma R-mediated phagocytosis: NCF1
hsa04666	12	P-hsa04666-23	Fc gamma R-mediated phagocytosis: RPS6KB1
hsa04666	12	P-hsa04666-42	Fc gamma R-mediated phagocytosis: MYO10
hsa04666	12	P-hsa04666-50 52	Fc gamma R-mediated phagocytosis: DNM2 AMPH
hsa04668	14	P-hsa04668-20	TNF signaling pathway: IKBKG
hsa04668	14	P-hsa04668-47	TNF signaling pathway: CASP7
hsa04668	14	P-hsa04668-48	TNF signaling pathway: CASP3
hsa04668	14	P-hsa04668-40	TNF signaling pathway: JUN
hsa04668	14	P-hsa04668-36	TNF signaling pathway: CREB3
hsa04668	14	P-hsa04668-38	TNF signaling pathway: CEBPB
hsa04668	14	P-hsa04668-128	TNF signaling pathway: CHUK*
hsa04668	14	P-hsa04668-111	TNF signaling pathway: BAG4
hsa04668	14	P-hsa04668-153	TNF signaling pathway: MAPK14*
hsa04668	14	P-hsa04668-102	TNF signaling pathway: AKT3
hsa04668	14	P-hsa04668-138	TNF signaling pathway: NFKB1*
hsa04668	14	P-hsa04668-141	TNF signaling pathway: JUN*
hsa04668	14	P-hsa04668-120	TNF signaling pathway: DNM1L
hsa04668	14	P-hsa04668-116	TNF signaling pathway: PGAM5
hsa04670	14	P-hsa04670-18	Leukocyte transendothelial migration: CDH5
hsa04670	14	P-hsa04670-15	Leukocyte transendothelial migration: PECAM1
hsa04670	14	P-hsa04670-28 41 49	Leukocyte transendothelial migration: ACTB CTNNA1 CTNNB1
hsa04670	14	P-hsa04670-35	Leukocyte transendothelial migration: PTK2
hsa04670	14	P-hsa04670-45	Leukocyte transendothelial migration: PXN
hsa04670	14	P-hsa04670-10	Leukocyte transendothelial migration: BCAR1
hsa04670	14	P-hsa04670-14	Leukocyte transendothelial migration: SIPA1
hsa04670	14	P-hsa04670-86	Leukocyte transendothelial migration: ACTB
hsa04670	14	P-hsa04670-55	Leukocyte transendothelial migration: RAC2
hsa04670	14	P-hsa04670-76	Leukocyte transendothelial migration: CDC42
hsa04670	14	P-hsa04670-54	Leukocyte transendothelial migration: RAC1*
hsa04670	14	P-hsa04670-2	Leukocyte transendothelial migration: MMP2
hsa04670	14	P-hsa04670-39	Leukocyte transendothelial migration: MAPK14
hsa04670	14	P-hsa04670-73	Leukocyte transendothelial migration: MYL12B*
hsa04710	4	P-hsa04710-11	Circadian rhythm: CRY1
hsa04710	4	P-hsa04710-7	Circadian rhythm: PER1
hsa04710	4	P-hsa04710-23	Circadian rhythm: BHLHE41
hsa04710	4	P-hsa04710-5	Circadian rhythm: RORA
hsa04713	4	P-hsa04713-14	Circadian entrainment: PRKCA
hsa04713	4	P-hsa04713-60	Circadian entrainment: PER1
hsa04713	4	P-hsa04713-61	Circadian entrainment: FOS
hsa04713	4	P-hsa04713-56	Circadian entrainment: KCNJ3
hsa04720	2	P-hsa04720-4 15	Long-term potentiation: CREBBP ATF4
hsa04720	2	P-hsa04720-32	Long-term potentiation: ITPR1
hsa04722	12	P-hsa04722-38	Neurotrophin signaling pathway: ATF4
hsa04722	12	P-hsa04722-37	Neurotrophin signaling pathway: NFKB1
hsa04722	12	P-hsa04722-35	Neurotrophin signaling pathway: FOXO3
hsa04722	12	P-hsa04722-33	Neurotrophin signaling pathway: BAD
hsa04722	12	P-hsa04722-34	Neurotrophin signaling pathway: GSK3B
hsa04722	12	P-hsa04722-46	Neurotrophin signaling pathway: ATF4*
hsa04722	12	P-hsa04722-85	Neurotrophin signaling pathway: BAX
hsa04722	12	P-hsa04722-53	Neurotrophin signaling pathway: JUN
hsa04722	12	P-hsa04722-50	Neurotrophin signaling pathway: RHOA
hsa04722	12	P-hsa04722-73 77	Neurotrophin signaling pathway: NGFRAP1 YWHAE
hsa04722	12	P-hsa04722-70	Neurotrophin signaling pathway: ZNF274
hsa04722	12	P-hsa04722-84	Neurotrophin signaling pathway: NFKB1*
hsa04723	11	P-hsa04723-7	Retrograde endocannabinoid signaling: ITPR1
hsa04723	11	P-hsa04723-9	Retrograde endocannabinoid signaling: PRKCA
hsa04723	11	P-hsa04723-42	Retrograde endocannabinoid signaling: KCNJ3
hsa04723	11	P-hsa04723-73	Retrograde endocannabinoid signaling: MAPK14*
hsa04723	11	P-hsa04723-10	Retrograde endocannabinoid signaling: CACNA1A
hsa04723	11	P-hsa04723-46	Retrograde endocannabinoid signaling: ADCY1
hsa04723	11	P-hsa04723-67	Retrograde endocannabinoid signaling: PRKACA
hsa04723	11	P-hsa04723-21	Retrograde endocannabinoid signaling: CACNA1A*
hsa04723	11	P-hsa04723-68	Retrograde endocannabinoid signaling: MAPK14
hsa04723	11	P-hsa04723-50	Retrograde endocannabinoid signaling: KCNJ3*
hsa04723	11	P-hsa04723-40	Retrograde endocannabinoid signaling: GRIA1
hsa04724	14	P-hsa04724-66	Glutamatergic synapse: PLA2G4B
hsa04724	14	P-hsa04724-67	Glutamatergic synapse: PLD1
hsa04724	14	P-hsa04724-68	Glutamatergic synapse: MAPK1
hsa04724	14	P-hsa04724-26	Glutamatergic synapse: PRKACA
hsa04724	14	P-hsa04724-33 70 69	Glutamatergic synapse: ITPR1 HOMER3 HOMER3
hsa04724	14	P-hsa04724-5 71	Glutamatergic synapse: GRIN3A DLG4
hsa04724	14	P-hsa04724-36	Glutamatergic synapse: TRPC1
hsa04724	14	P-hsa04724-44	Glutamatergic synapse: PRKACA*
hsa04724	14	P-hsa04724-52	Glutamatergic synapse: CACNA1A
hsa04724	14	P-hsa04724-51	Glutamatergic synapse: ADRBK1
hsa04724	14	P-hsa04724-13	Glutamatergic synapse: GRM5
hsa04724	14	P-hsa04724-65	Glutamatergic synapse: GRM3
hsa04724	14	P-hsa04724-3	Glutamatergic synapse: GRIK1
hsa04724	14	P-hsa04724-4	Glutamatergic synapse: GRIA1
hsa04725	9	P-hsa04725-20	Cholinergic synapse: PRKCA
hsa04725	9	P-hsa04725-50	Cholinergic synapse: BCL2
hsa04725	9	P-hsa04725-18	Cholinergic synapse: ITPR1
hsa04725	9	P-hsa04725-43	Cholinergic synapse: CREB3
hsa04725	9	P-hsa04725-61	Cholinergic synapse: FOS
hsa04725	9	P-hsa04725-64	Cholinergic synapse: KCNJ3
hsa04725	9	P-hsa04725-25	Cholinergic synapse: CACNA1A
hsa04725	9	P-hsa04725-53	Cholinergic synapse: CHRNA7
hsa04725	9	P-hsa04725-54	Cholinergic synapse: CHRM1*
hsa04726	11	P-hsa04726-18	Serotonergic synapse: PRKCA
hsa04726	11	P-hsa04726-10	Serotonergic synapse: PRKACA
hsa04726	11	P-hsa04726-64	Serotonergic synapse: CASP3
hsa04726	11	P-hsa04726-71	Serotonergic synapse: CACNA1A
hsa04726	11	P-hsa04726-72	Serotonergic synapse: KCNJ3
hsa04726	11	P-hsa04726-16	Serotonergic synapse: ITPR1
hsa04726	11	P-hsa04726-38	Serotonergic synapse: PLA2G4B
hsa04726	11	P-hsa04726-39	Serotonergic synapse: CACNA1C
hsa04726	11	P-hsa04726-41	Serotonergic synapse: HTR3C
hsa04726	11	P-hsa04726-45	Serotonergic synapse: TRPC1
hsa04726	11	P-hsa04726-46	Serotonergic synapse: ITPR1*
hsa04727	7	P-hsa04727-26	GABAergic synapse: KCNJ6
hsa04727	7	P-hsa04727-47	GABAergic synapse: CACNA1A*
hsa04727	7	P-hsa04727-8	GABAergic synapse: ADCY1
hsa04727	7	P-hsa04727-35	GABAergic synapse: PRKACA
hsa04727	7	P-hsa04727-13	GABAergic synapse: CACNA1A
hsa04727	7	P-hsa04727-49	GABAergic synapse: GABRR3
hsa04727	7	P-hsa04727-17 37	GABAergic synapse: GABRA1 GPHN
hsa04728	12	P-hsa04728-68	Dopaminergic synapse: CACNA1C
hsa04728	12	P-hsa04728-74	Dopaminergic synapse: GRIN2A
hsa04728	12	P-hsa04728-70 73	Dopaminergic synapse: KIF5A GRIA1
hsa04728	12	P-hsa04728-44	Dopaminergic synapse: FOS
hsa04728	12	P-hsa04728-32	Dopaminergic synapse: CREB3
hsa04728	12	P-hsa04728-64	Dopaminergic synapse: SCN1A
hsa04728	12	P-hsa04728-54	Dopaminergic synapse: CAMK2A
hsa04728	12	P-hsa04728-61	Dopaminergic synapse: KCNJ3
hsa04728	12	P-hsa04728-60	Dopaminergic synapse: CACNA1A
hsa04728	12	P-hsa04728-71 72	Dopaminergic synapse: CLOCK ARNTL
hsa04728	12	P-hsa04728-36	Dopaminergic synapse: TH
hsa04728	12	P-hsa04728-24	Dopaminergic synapse: SLC6A3
hsa04730	4	P-hsa04730-20	Long-term depression: L-Glutamate
hsa04730	4	P-hsa04730-8	Long-term depression: GNA13*
hsa04730	4	P-hsa04730-7	Long-term depression: GNA13
hsa04730	4	P-hsa04730-30	Long-term depression: L-Glutamate*
hsa04740	8	P-hsa04740-10	Olfactory transduction: ANO2
hsa04740	8	P-hsa04740-37	Olfactory transduction: CNGB1*
hsa04740	8	P-hsa04740-39	Olfactory transduction: PRKG1*
hsa04740	8	P-hsa04740-33	Olfactory transduction: CNGA3*
hsa04740	8	P-hsa04740-42	Olfactory transduction: PDE2A
hsa04740	8	P-hsa04740-21	Olfactory transduction: PDE1A
hsa04740	8	P-hsa04740-16	Olfactory transduction: PRKG1
hsa04740	8	P-hsa04740-13	Olfactory transduction: CNGA3
hsa04742	17	P-hsa04742-4	Taste transduction: TRPM5
hsa04742	17	P-hsa04742-8	Taste transduction: PLCB2
hsa04742	17	P-hsa04742-67	Taste transduction: PRKACA
hsa04742	17	P-hsa04742-18	Taste transduction: PDE1A
hsa04742	17	P-hsa04742-34	Taste transduction: GRM1
hsa04742	17	P-hsa04742-27	Taste transduction: CALHM1
hsa04742	17	P-hsa04742-23 45	Taste transduction: PKD1L3 PKD2L1
hsa04742	17	P-hsa04742-31	Taste transduction: Calcium cation*
hsa04742	17	P-hsa04742-48	Taste transduction: GABBR1
hsa04742	17	P-hsa04742-47	Taste transduction: GABRA1
hsa04742	17	P-hsa04742-57	Taste transduction: HTR3C
hsa04742	17	P-hsa04742-49	Taste transduction: HTR1A
hsa04742	17	P-hsa04742-54	Taste transduction: P2RX2*
hsa04742	17	P-hsa04742-55	Taste transduction: P2RX3
hsa04742	17	P-hsa04742-40	Taste transduction: P2RX2
hsa04742	17	P-hsa04742-46	Taste transduction: P2RY1
hsa04742	17	P-hsa04742-37	Taste transduction: P2RY4
hsa04750	14	P-hsa04750-7	Inflammatory mediator regulation of TRP channels: TRPV1
hsa04750	14	P-hsa04750-39	Inflammatory mediator regulation of TRP channels: D-myo-Inositol 1,4,5-trisphosphate*
hsa04750	14	P-hsa04750-40	Inflammatory mediator regulation of TRP channels: Arachidonate
hsa04750	14	P-hsa04750-53	Inflammatory mediator regulation of TRP channels: TRPM8
hsa04750	14	P-hsa04750-44	Inflammatory mediator regulation of TRP channels: TRPA1
hsa04750	14	P-hsa04750-51	Inflammatory mediator regulation of TRP channels: TRPV4
hsa04750	14	P-hsa04750-8	Inflammatory mediator regulation of TRP channels: ASIC2
hsa04750	14	P-hsa04750-58	Inflammatory mediator regulation of TRP channels: TRPV1**
hsa04750	14	P-hsa04750-61	Inflammatory mediator regulation of TRP channels: TRPV4*
hsa04750	14	P-hsa04750-62	Inflammatory mediator regulation of TRP channels: TRPM8*
hsa04750	14	P-hsa04750-63	Inflammatory mediator regulation of TRP channels: TRPA1*
hsa04750	14	P-hsa04750-59	Inflammatory mediator regulation of TRP channels: TRPV2
hsa04750	14	P-hsa04750-60	Inflammatory mediator regulation of TRP channels: TRPV3
hsa04750	14	P-hsa04750-90	Inflammatory mediator regulation of TRP channels: D-myo-Inositol 1,4,5-trisphosphate**
hsa04810	12	P-hsa04810-82 83	Regulation of actin cytoskeleton: ACTB ARPC5
hsa04810	12	P-hsa04810-21 82	Regulation of actin cytoskeleton: CFL1 ACTB
hsa04810	12	P-hsa04810-35 81 80	Regulation of actin cytoskeleton: MYL12B MYH9 ACTB
hsa04810	12	P-hsa04810-32	Regulation of actin cytoskeleton: PXN
hsa04810	12	P-hsa04810-48	Regulation of actin cytoskeleton: IQGAP2
hsa04810	12	P-hsa04810-26 80	Regulation of actin cytoskeleton: PFN3 ACTB
hsa04810	12	P-hsa04810-30	Regulation of actin cytoskeleton: VCL*
hsa04810	12	P-hsa04810-29	Regulation of actin cytoskeleton: ACTN4
hsa04810	12	P-hsa04810-31	Regulation of actin cytoskeleton: MSN
hsa04810	12	P-hsa04810-23	Regulation of actin cytoskeleton: GSN
hsa04810	12	P-hsa04810-8 79	Regulation of actin cytoskeleton: ARPC5 ACTB
hsa04810	12	P-hsa04810-8 82	Regulation of actin cytoskeleton: ARPC5 ACTB*
hsa04910	15	P-hsa04910-32	Insulin signaling pathway: EIF4E
hsa04910	15	P-hsa04910-26	Insulin signaling pathway: RPS6
hsa04910	15	P-hsa04910-24	Insulin signaling pathway: ACACA
hsa04910	15	P-hsa04910-12	Insulin signaling pathway: FASN
hsa04910	15	P-hsa04910-20	Insulin signaling pathway: PKLR
hsa04910	15	P-hsa04910-57	Insulin signaling pathway: GCK
hsa04910	15	P-hsa04910-17	Insulin signaling pathway: D-Glucose
hsa04910	15	P-hsa04910-14	Insulin signaling pathway: Starch
hsa04910	15	P-hsa04910-48	Insulin signaling pathway: PPARGC1A
hsa04910	15	P-hsa04910-43	Insulin signaling pathway: G6PC
hsa04910	15	P-hsa04910-46	Insulin signaling pathway: FBP1
hsa04910	15	P-hsa04910-42	Insulin signaling pathway: PCK1
hsa04910	15	P-hsa04910-18	Insulin signaling pathway: LIPE
hsa04910	15	P-hsa04910-39	Insulin signaling pathway: BAD
hsa04910	15	P-hsa04910-9	Insulin signaling pathway: ELK1
hsa04911	8	P-hsa04911-24	Insulin secretion: INS
hsa04911	8	P-hsa04911-4	Insulin secretion: CACNA1C
hsa04911	8	P-hsa04911-31	Insulin secretion: CAMK2A
hsa04911	8	P-hsa04911-41	Insulin secretion: ABCC8
hsa04911	8	P-hsa04911-54	Insulin secretion: RAB3A
hsa04911	8	P-hsa04911-56	Insulin secretion: CAMK2A*
hsa04911	8	P-hsa04911-35	Insulin secretion: TRPM4
hsa04911	8	P-hsa04911-25	Insulin secretion: PRKCA
hsa04912	9	P-hsa04912-17	GnRH signaling pathway: MAPK14
hsa04912	9	P-hsa04912-46	GnRH signaling pathway: JUN
hsa04912	9	P-hsa04912-33	GnRH signaling pathway: ELK1
hsa04912	9	P-hsa04912-19	GnRH signaling pathway: MAPK7
hsa04912	9	P-hsa04912-20	GnRH signaling pathway: PLA2G4B
hsa04912	9	P-hsa04912-26	GnRH signaling pathway: PLD1
hsa04912	9	P-hsa04912-43	GnRH signaling pathway: PTK2B
hsa04912	9	P-hsa04912-15	GnRH signaling pathway: CAMK2A
hsa04912	9	P-hsa04912-14	GnRH signaling pathway: ATF4
hsa04913	12	P-hsa04913-19	Ovarian steroidogenesis: STAR
hsa04913	12	P-hsa04913-21	Ovarian steroidogenesis: CYP17A1
hsa04913	12	P-hsa04913-12	Ovarian steroidogenesis: HSD3B1
hsa04913	12	P-hsa04913-22	Ovarian steroidogenesis: CYP17A1*
hsa04913	12	P-hsa04913-64	Ovarian steroidogenesis: PLA2G4B
hsa04913	12	P-hsa04913-45	Ovarian steroidogenesis: ACOT2
hsa04913	12	P-hsa04913-36	Ovarian steroidogenesis: CYP19A1
hsa04913	12	P-hsa04913-35	Ovarian steroidogenesis: HSD17B2
hsa04913	12	P-hsa04913-37	Ovarian steroidogenesis: CYP19A1*
hsa04913	12	P-hsa04913-40	Ovarian steroidogenesis: HSD17B1
hsa04913	12	P-hsa04913-47	Ovarian steroidogenesis: INSR
hsa04913	12	P-hsa04913-51	Ovarian steroidogenesis: INSR*
hsa04914	8	P-hsa04914-42	Progesterone-mediated oocyte maturation: ARAF
hsa04914	8	P-hsa04914-23	Progesterone-mediated oocyte maturation: PRKACA
hsa04914	8	P-hsa04914-11	Progesterone-mediated oocyte maturation: CDK1
hsa04914	8	P-hsa04914-15	Progesterone-mediated oocyte maturation: ANAPC10
hsa04914	8	P-hsa04914-30	Progesterone-mediated oocyte maturation: CDK1*
hsa04914	8	P-hsa04914-29	Progesterone-mediated oocyte maturation: CDK2
hsa04914	8	P-hsa04914-39	Progesterone-mediated oocyte maturation: PIK3R5
hsa04914	8	P-hsa04914-34	Progesterone-mediated oocyte maturation: MAPK14
hsa04915	9	P-hsa04915-40	Estrogen signaling pathway: CREB3**
hsa04915	9	P-hsa04915-58	Estrogen signaling pathway: CREB3***
hsa04915	9	P-hsa04915-21	Estrogen signaling pathway: CREB3
hsa04915	9	P-hsa04915-3 11	Estrogen signaling pathway: ESR1 Estradiol-17beta
hsa04915	9	P-hsa04915-12 14	Estrogen signaling pathway: ESR1 FOS
hsa04915	9	P-hsa04915-12 13	Estrogen signaling pathway: ESR1 Estradiol-17beta*
hsa04915	9	P-hsa04915-66	Estrogen signaling pathway: AKT3*
hsa04915	9	P-hsa04915-28	Estrogen signaling pathway: KCNJ3
hsa04915	9	P-hsa04915-30	Estrogen signaling pathway: CREB3*
hsa04916	7	P-hsa04916-8	Melanogenesis: TYR*
hsa04916	7	P-hsa04916-7	Melanogenesis: TYRP1
hsa04916	7	P-hsa04916-6	Melanogenesis: DCT
hsa04916	7	P-hsa04916-15	Melanogenesis: MITF*
hsa04916	7	P-hsa04916-4	Melanogenesis: TYR
hsa04916	7	P-hsa04916-10	Melanogenesis: CAMK2A
hsa04916	7	P-hsa04916-9	Melanogenesis: PRKACA
hsa04917	17	P-hsa04917-68	Prolactin signaling pathway: CCND1
hsa04917	17	P-hsa04917-37	Prolactin signaling pathway: TNFSF11
hsa04917	17	P-hsa04917-34	Prolactin signaling pathway: ELF5
hsa04917	17	P-hsa04917-33	Prolactin signaling pathway: CSN2
hsa04917	17	P-hsa04917-56	Prolactin signaling pathway: LHCGR
hsa04917	17	P-hsa04917-57	Prolactin signaling pathway: ESR1
hsa04917	17	P-hsa04917-38	Prolactin signaling pathway: IRF1
hsa04917	17	P-hsa04917-40	Prolactin signaling pathway: TH
hsa04917	17	P-hsa04917-44	Prolactin signaling pathway: PRLR**
hsa04917	17	P-hsa04917-45	Prolactin signaling pathway: SLC2A2
hsa04917	17	P-hsa04917-46	Prolactin signaling pathway: GCK
hsa04917	17	P-hsa04917-48	Prolactin signaling pathway: CCND2
hsa04917	17	P-hsa04917-47	Prolactin signaling pathway: INS
hsa04917	17	P-hsa04917-71	Prolactin signaling pathway: CCND1*
hsa04917	17	P-hsa04917-31	Prolactin signaling pathway: GALT
hsa04917	17	P-hsa04917-65	Prolactin signaling pathway: CYP17A1
hsa04917	17	P-hsa04917-75	Prolactin signaling pathway: CCND1**
hsa04918	2	P-hsa04918-10	Thyroid hormone synthesis: TG
hsa04918	2	P-hsa04918-14	Thyroid hormone synthesis: DUOX2
hsa04919	31	P-hsa04919-11	Thyroid hormone signaling pathway: CTNNB1
hsa04919	31	P-hsa04919-84	Thyroid hormone signaling pathway: TP53*
hsa04919	31	P-hsa04919-25	Thyroid hormone signaling pathway: MTOR
hsa04919	31	P-hsa04919-43	Thyroid hormone signaling pathway: TBC1D4
hsa04919	31	P-hsa04919-44	Thyroid hormone signaling pathway: PFKFB2
hsa04919	31	P-hsa04919-87	Thyroid hormone signaling pathway: BAD
hsa04919	31	P-hsa04919-88	Thyroid hormone signaling pathway: FOXO1
hsa04919	31	P-hsa04919-89	Thyroid hormone signaling pathway: CASP9
hsa04919	31	P-hsa04919-46	Thyroid hormone signaling pathway: ATP1B4
hsa04919	31	P-hsa04919-18	Thyroid hormone signaling pathway: STAT1
hsa04919	31	P-hsa04919-38	Thyroid hormone signaling pathway: TP53
hsa04919	31	P-hsa04919-39	Thyroid hormone signaling pathway: ESR1
hsa04919	31	P-hsa04919-26	Thyroid hormone signaling pathway: THRB
hsa04919	31	P-hsa04919-45	Thyroid hormone signaling pathway: SLC9A1
hsa04919	31	P-hsa04919-103	Thyroid hormone signaling pathway: CCND1
hsa04919	31	P-hsa04919-27	Thyroid hormone signaling pathway: GATA4
hsa04919	31	P-hsa04919-28	Thyroid hormone signaling pathway: RCAN1
hsa04919	31	P-hsa04919-29	Thyroid hormone signaling pathway: HIF1A
hsa04919	31	P-hsa04919-104	Thyroid hormone signaling pathway: MYC
hsa04919	31	P-hsa04919-30	Thyroid hormone signaling pathway: MYH6
hsa04919	31	P-hsa04919-31	Thyroid hormone signaling pathway: ATP2A2
hsa04919	31	P-hsa04919-32	Thyroid hormone signaling pathway: PLN
hsa04919	31	P-hsa04919-99	Thyroid hormone signaling pathway: WNT4
hsa04919	31	P-hsa04919-100	Thyroid hormone signaling pathway: CTNNB1*
hsa04919	31	P-hsa04919-42	Thyroid hormone signaling pathway: SLC2A1
hsa04919	31	P-hsa04919-91	Thyroid hormone signaling pathway: PFKP
hsa04919	31	P-hsa04919-40	Thyroid hormone signaling pathway: RCAN2
hsa04919	31	P-hsa04919-21 53	Thyroid hormone signaling pathway: THRA Triiodothyronine
hsa04919	31	P-hsa04919-101	Thyroid hormone signaling pathway: NOTCH1
hsa04919	31	P-hsa04919-102	Thyroid hormone signaling pathway: BMP4
hsa04919	31	P-hsa04919-49	Thyroid hormone signaling pathway: ACTB
hsa04920	15	P-hsa04920-43	Adipocytokine signaling pathway: Fatty acid
hsa04920	15	P-hsa04920-2	Adipocytokine signaling pathway: Long-chain fatty acid
hsa04920	15	P-hsa04920-28	Adipocytokine signaling pathway: SLC2A1
hsa04920	15	P-hsa04920-10	Adipocytokine signaling pathway: PCK1
hsa04920	15	P-hsa04920-9	Adipocytokine signaling pathway: G6PC
hsa04920	15	P-hsa04920-6	Adipocytokine signaling pathway: PTPN11
hsa04920	15	P-hsa04920-37	Adipocytokine signaling pathway: IRS1
hsa04920	15	P-hsa04920-31	Adipocytokine signaling pathway: AGRP
hsa04920	15	P-hsa04920-26	Adipocytokine signaling pathway: NPY
hsa04920	15	P-hsa04920-16	Adipocytokine signaling pathway: POMC
hsa04920	15	P-hsa04920-40	Adipocytokine signaling pathway: PPARGC1A
hsa04920	15	P-hsa04920-5	Adipocytokine signaling pathway: NFKBIA
hsa04920	15	P-hsa04920-12	Adipocytokine signaling pathway: Diacylglycerol
hsa04920	15	P-hsa04920-3	Adipocytokine signaling pathway: 9-cis-Retinoic acid
hsa04920	15	P-hsa04920-1	Adipocytokine signaling pathway: N-Acylsphingosine
hsa04921	22	P-hsa04921-23	Oxytocin signaling pathway: Arachidonate
hsa04921	22	P-hsa04921-41	Oxytocin signaling pathway: PTGS2
hsa04921	22	P-hsa04921-58	Oxytocin signaling pathway: MEF2C
hsa04921	22	P-hsa04921-56	Oxytocin signaling pathway: JUN
hsa04921	22	P-hsa04921-59	Oxytocin signaling pathway: CCND1
hsa04921	22	P-hsa04921-57	Oxytocin signaling pathway: FOS
hsa04921	22	P-hsa04921-60	Oxytocin signaling pathway: ELK1
hsa04921	22	P-hsa04921-28	Oxytocin signaling pathway: EEF2
hsa04921	22	P-hsa04921-65	Oxytocin signaling pathway: TRPM2
hsa04921	22	P-hsa04921-67	Oxytocin signaling pathway: RYR1
hsa04921	22	P-hsa04921-34 35	Oxytocin signaling pathway: MYL9 ACTB
hsa04921	22	P-hsa04921-33	Oxytocin signaling pathway: 3,5-Cyclic GMP
hsa04921	22	P-hsa04921-48	Oxytocin signaling pathway: PRKAG2
