Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
RNU6-490P	0	0	0	0	0	0
YME1L1	3687	3840	2387	3125	2921	2411
MASTL	740	932	535	646	765	765
RNU2-24P	0	0	0	0	0	0
ACBD5	470	630	386	363	453	384
RNU7-12P	0	0	0	0	0	0
AL160291.1	0	0	0	0	0	0
RP11-85G18.6	0	4	4	2	6	3
LRRC37A6P	44	51	50	57	79	54
ARMC4P1	8	8	4	7	8	10
RNU6-666P	0	0	0	0	0	0
RP11-748L13.2	0	1	0	0	0	0
RNU6-452P	0	0	0	0	0	0
RP11-748L13.6	0	0	0	0	0	0
FAM210CP	26	28	12	22	18	14
TRIAP1P1	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0
RAB18	1023	1111	797	725	988	627
MKX	1	0	0	3	4	0
RP11-360I20.2	0	0	0	0	0	0
ARMC4	158	183	80	112	199	72
RN7SKP132	0	0	0	0	0	0
RPL36AP55	0	0	0	0	0	0
RP11-218D6.4	0	0	0	0	0	0
RP11-218D6.3	0	0	0	0	0	0
MPP7	69	88	63	68	73	50
AC022021.1	0	0	0	0	0	0
ZNF101P1	0	3	0	1	3	1
RP11-351M16.3	0	0	0	0	0	0
RP11-351M16.1	0	1	0	0	0	0
RN7SKP39	0	0	0	0	0	0
WAC-AS1	552	476	411	386	389	372
WAC	2812	2738	2090	2162	2447	2016
RNU4ATAC6P	0	0	0	0	0	0
TPRKBP1	38	43	29	37	46	19
RNU6-1067P	0	0	0	0	0	0
BAMBI	126	103	18	68	274	42
RP11-478H13.1	0	0	0	0	0	0
RNU6-270P	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0
RP11-478H13.3	0	0	0	0	0	0
RP11-478H13.4	0	0	0	0	0	0
C10orf126	1	0	0	1	4	0
RNA5SP308	0	0	0	0	0	0
RP11-492M23.2	397	516	350	339	465	366
LYZL1	0	0	0	0	0	0
PTCHD3P1	137	133	87	24	193	62
SVIL	1980	1700	992	1529	1665	1368
MIR604	0	1	0	0	0	0
SNORD115	0	0	0	0	0	0
MIR938	0	0	0	1	0	0
RP11-192N10.2	160	242	114	206	167	164
RNU6-908P	0	0	0	0	0	0
RP11-224P11.1	0	0	0	0	0	0
KIAA1462	223	276	164	190	55	207
RNU6-598P	1	0	0	1	0	1
EEF1A1P39	0	0	0	1	0	0
RP11-305E6.4	70	93	84	130	106	131
MTPAP	723	795	504	668	571	638
DNM1P17	0	0	0	0	0	0
GOLGA2P6	0	0	0	0	0	0
AL161651.1	0	0	0	0	0	0
RN7SL241P	0	0	0	0	0	0
NIFKP1	58	60	31	35	39	36
RP11-449I17.9	0	0	0	0	0	0
RP11-449I17.5	8	10	11	12	10	8
MAP3K8	62	76	43	55	93	45
HNRNPA1P32	1	1	0	1	0	2
RP11-253D19.1	0	0	0	0	0	0
RN7SL63P	0	0	0	0	0	0
RP11-253D19.2	0	0	0	0	0	0
LYZL2	1	0	0	0	0	0
RP11-14C22.3	0	0	0	0	0	0
SVILP1	66	78	27	43	47	51
RP11-14C22.6	0	0	0	0	0	0
ZNF438	72	105	80	64	70	95
RP11-330O11.3	0	1	1	3	2	0
DDX10P1	0	1	1	0	1	0
AL359546.1	0	0	0	0	0	0
RP11-192P3.4	0	2	0	0	1	1
ZEB1-AS1	153	195	169	149	89	193
RNA5SP309	0	0	0	0	0	0
ZEB1	1058	1392	1559	914	817	938
SPTLC1P1	124	91	54	126	58	97
RP11-192P3.5	1	1	3	1	1	1
RP11-472N13.2	2	0	3	6	2	2
GLUDP5	0	0	0	0	0	0
RP11-472N13.3	0	0	0	0	0	1
ARHGAP12	845	1105	676	648	757	585
HMGB1P7	0	1	0	0	0	0
RP11-241I20.1	2	0	1	0	0	1
RN7SL825P	0	1	0	0	0	0
KIF5B	3769	3953	3054	2939	3339	2325
RPS4XP11	744	560	720	480	510	400
RP11-241I20.4	0	0	0	0	0	0
RP11-241I20.5	5	1	1	2	5	7
RNU7-22P	0	0	0	0	0	0
PPIAP31	411	560	344	327	506	304
RPS24P13	0	1	0	2	2	0
RP11-166N17.1	1	2	0	4	1	4
EPC1	691	663	516	460	553	393
RP11-166N17.3	1	0	0	0	0	0
RP11-135A24.4	0	0	1	2	1	1
AL391839.1	0	0	0	0	0	0
RP11-135A24.2	0	0	0	0	0	0
RNU6-1244P	0	0	0	0	0	0
CCDC7	11	5	16	11	15	10
C1DP1	12	13	19	9	30	5
C10ORF68	6	3	7	6	5	6
RP11-479G22.8	80	67	39	57	94	40
ITGB1	7503	9937	6527	8391	6764	6547
AK3P5	2	5	4	3	4	3
RP11-462L8.1	2	0	2	3	0	2
RP11-479G22.6	0	0	0	0	0	0
RN7SL847P	0	0	0	0	0	0
RP11-479G22.7	0	0	0	0	0	0
RP11-462L8.2	0	4	5	5	1	0
RP11-342D11.3	0	0	1	0	0	0
AL121748.1	0	0	0	0	0	0
NRP1	6821	4127	266	2932	2537	1298
RP11-342D11.2	0	1	0	2	1	1
RN7SL398P	0	0	0	0	0	0
RP11-90B22.1	2	1	0	0	0	1
RP11-476F14.1	0	0	0	0	0	0
RP13-259N13.2	0	0	0	0	0	0
LINC00838	0	0	0	0	0	0
RPL23P11	0	0	0	0	0	0
RP11-490O24.2	0	0	0	0	0	0
PARD3	1173	1277	935	1015	1077	738
TCEB2P4	0	1	0	0	1	0
RP11-8L18.3	0	0	1	0	0	0
RP11-8L18.2	0	1	1	1	2	0
PARD3-AS1	4	4	1	7	1	5
SS18L2P1	36	30	40	33	51	31
RNU6-847P	0	0	0	0	0	0
RNU6-193P	0	0	0	0	0	0
PRDX2P2	11	13	14	19	17	12
CUL2	1007	1081	597	766	755	638
MIR3611	0	0	0	0	0	0
RP11-297A16.2	0	0	0	1	0	1
CREM	187	290	175	168	199	168
RNU7-77P	0	1	1	1	0	0
ATP6V1G1P4	0	2	0	0	0	0
RP11-324I22.3	2	7	0	2	4	4
RP11-324I22.2	1	0	0	0	0	0
RNU6-794P	0	0	0	0	0	0
CCNY	875	1185	703	692	847	505
RNU6-1167P	0	0	0	0	0	0
RP11-324I22.4	20	27	29	35	29	25
GJD4	0	0	0	0	0	0
RP11-425A6.5	1	0	0	0	0	1
FZD8	341	161	141	631	380	150
MIR4683	0	0	0	0	0	0
RPL7P37	0	1	0	2	1	0
RP11-309N24.1	0	0	0	0	0	0
RP11-810B23.1	0	0	0	0	0	0
MTND5P17	0	0	0	0	0	0
MTND4P18	0	0	0	0	0	0
NAMPTL	825	1034	549	635	537	569
RP11-322I2.1	0	0	0	0	0	0
MKNK2P1	11	11	11	8	13	9
ARL6IP1P2	2033	1773	1094	1509	1491	1448
ANKRD30A	0	0	0	0	0	0
RNU6-811P	0	0	0	0	0	0
RP11-20F24.2	0	0	0	0	0	0
ATP8A2P1	0	0	0	0	0	0
RN7SL314P	0	0	0	0	0	0
LINC00993	0	0	0	0	0	0
TMEM161BP1	158	129	70	117	63	120
VN1R53P	0	0	0	0	0	0
TACC1P1	0	0	0	0	0	0
MTND1P18	0	0	0	0	0	0
MTRNR2L7	0	0	0	0	0	0
RP11-258F22.1	6	13	3	7	4	2
RP11-258F22.2	1	0	1	2	0	0
ZNF33BP1	0	2	0	1	2	4
ZNF248	837	685	649	614	684	485
RP11-162G10.1	19	28	13	16	14	18
AL135791.1	0	0	0	0	0	0
RP11-162G10.5	3	0	0	1	1	0
RP11-775A3.1	0	0	0	0	0	0
ZNF33AP1	0	0	0	0	0	0
ZNF25	141	173	189	180	133	168
AL117337.1	1	0	0	0	1	0
RP11-393J16.4	0	0	0	0	0	0
ZNF33A	1396	1264	830	1126	1173	914
RNU6-795P	0	0	0	0	0	0
EIF3LP3	450	504	432	321	474	321
FXYD6P2	0	0	1	0	0	0
ZNF37A	1092	1028	810	796	457	748
RP11-508N22.12	58	54	39	91	16	86
RP11-508N22.13	1	1	6	2	1	2
RP11-508N22.6	0	0	0	0	0	1
RP11-508N22.9	0	0	0	0	0	0
RP11-508N22.8	0	0	0	0	0	1
RP11-508N22.10	0	0	0	0	0	0
RP11-672F9.1	6	1	1	3	1	9
RP11-508N22.11	0	0	0	0	0	0
HSD17B7P2	100	254	123	143	56	66
SEPT7P9	22	19	17	24	17	9
RNU6-1118P	0	0	0	0	0	0
LINC00999	38	24	27	36	19	13
CICP9	1	2	0	6	3	1
RP11-291L22.4	0	1	1	1	3	0
ABCD1P2	0	0	0	0	0	0
PABPC1P12	0	0	0	0	0	0
SLC9B1P3	0	0	0	0	0	0
ACTR3BP5	2	12	9	16	7	10
CHEK2P5	0	0	0	0	0	0
RP11-453N3.1	0	0	0	0	0	0
RP11-96F8.1	0	0	0	0	0	0
KSR1P1	0	0	1	1	0	0
IGKV1OR10-1	0	0	1	0	0	0
AL031601.4	0	0	0	0	0	0
AL031601.1	0	0	0	0	0	0
PABPC1P8	0	0	0	0	0	0
RP11-313J2.1	113	0	162	253	185	307
CCNYL2	0	0	0	0	1	0
LINC00839	0	0	0	11	0	0
ZNF37BP	1162	875	591	826	963	682
FXYD6P1	213	180	118	126	179	115
EIF3LP2	661	836	672	528	753	464
ZNF33B	793	702	527	586	670	503
AL022345.7	0	1	1	0	1	2
AL022345.8	0	0	0	0	1	0
AL022345.9	0	1	0	0	0	0
RNU6-1170P	0	0	0	0	0	0
AL022344.2	0	0	0	0	0	0
AL022344.4	0	0	0	0	0	0
CUBNP1	0	0	0	0	0	0
AL022344.5	0	0	0	0	0	0
RSU1P1	2	6	2	2	0	4
DUXAP3	0	0	0	0	0	0
AL022344.7	0	0	0	0	0	0
BMS1	2257	2373	1275	1698	1574	1297
RNU6-885P	0	0	0	0	0	0
RP11-124O11.1	0	0	1	1	3	0
RP11-124O11.2	0	0	0	0	0	0
MIR5100	0	0	0	0	0	0
RET	77	63	25	25	48	5
RP11-351D16.3	21	19	15	21	17	21
CSGALNACT2	655	586	463	609	539	636
RASGEF1A	2	4	0	2	7	3
RP11-168L22.2	0	0	0	0	0	0
RNU6ATAC11P	0	0	0	0	0	0
FXYD4	0	0	0	0	0	0
HNRNPF	4594	6468	3434	3453	4786	2660
RP11-517P14.2	0	0	0	0	2	0
ZNF487	49	27	26	24	38	13
RNU7-193P	0	0	0	0	0	0
RP11-517P14.7	0	0	1	1	0	0
ZNF239	244	125	83	103	150	109
CAP1P2	448	559	317	395	377	297
ZNF485	147	146	80	127	96	133
ZNF32-AS3	0	0	0	1	0	1
RP11-402L1.4	0	0	0	0	0	0
RP11-402L1.12	0	0	0	0	1	0
ZNF32	246	280	177	209	273	200
ZNF32-AS1	20	12	12	15	14	27
ZNF32-AS2	80	55	40	74	57	74
RP11-402L1.11	0	0	0	0	0	0
RP11-272J7.6	0	1	0	3	3	1
UQCRHP3	0	0	0	0	0	0
TCEB1P30	0	0	0	0	0	0
RP11-272J7.4	0	0	0	0	0	0
HNRNPA3P1	190	144	125	146	177	135
LINC00619	0	0	0	0	0	0
LINC00840	0	0	0	0	0	0
RP11-168P8.5	0	0	0	0	0	0
RP11-168P8.3	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0
AL512640.1	0	0	0	0	0	0
RP11-20J15.2	0	0	0	0	0	0
RP11-20J15.3	0	0	0	0	0	1
CXCL12	219	144	9	36	85	71
AL137026.1	0	0	0	0	0	0
RP11-256K7.1	2	1	0	3	2	2
RP11-733D4.2	14	6	9	5	11	3
RP11-733D4.1	0	0	0	0	0	0
EIF2AP4	9	11	11	12	11	8
TMEM72-AS1	2	1	0	1	0	0
RP11-285G1.2	1	0	0	0	0	0
TMEM72	1	2	0	0	1	0
RP11-285G1.9	0	1	0	0	1	0
RP11-285G1.14	3	3	2	2	1	3
RASSF4	329	399	366	300	514	577
C10orf10	11	18	15	15	11	26
C10orf25	43	27	15	27	66	39
ZNF22	870	603	422	493	587	524
CEP164P1	20	17	8	23	11	10
DUXAP4	0	0	0	1	0	1
RP11-445N18.3	483	712	616	513	655	532
RSU1P2	0	0	0	0	0	0
CUBNP3	0	0	0	0	0	0
RP11-445N18.7	0	0	0	0	0	0
ANKRD54P1	7	2	2	4	1	1
ANKRD30BP3	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0
RP11-445N18.5	0	0	0	0	0	0
RNU6-1207P	0	0	0	0	0	0
CUBNP2	0	1	0	0	1	1
OR6D1P	0	0	0	0	0	0
OR13A1	5	4	2	4	2	5
ALOX5	2	1	6	1	4	2
RP11-67C2.2	0	3	0	0	0	0
MARCH8	622	491	476	470	521	464
ZFAND4	105	99	101	89	124	85
CTGLF10P	96	79	62	125	107	128
FAM21FP	11	21	11	15	18	20
RP11-671E7.1	1	1	1	0	2	2
FAM21C	933	832	551	630	628	607
RP11-175I17.6	0	0	0	0	0	1
FAM25E	0	0	0	0	1	0
AGAP4	216	197	153	243	281	253
RP11-175I17.2	59	54	41	51	45	75
RNA5SP310	0	0	0	2	2	1
PTPN20A	1	0	4	0	0	0
FRMPD2P2	2	2	10	0	0	1
CTGLF8P	5	7	1	11	11	14
BMS1P1	80	91	54	104	129	134
RNA5SP311	2	1	0	1	1	1
GLUD1P7	0	0	2	0	0	0
DUSP8P3	1	5	8	4	7	8
CTSLP5	1	0	0	0	0	3
RP11-342C24.8	0	0	0	0	1	0
FAM35BP	66	86	51	51	66	65
RN7SL248P	0	0	0	0	0	0
RP11-38L15.8	14	17	6	18	9	14
RHEBP1	96	103	69	76	66	47
RP11-38L15.2	1	9	2	9	9	11
RP11-38L15.3	8	14	4	12	12	8
SYT15	58	75	25	68	70	63
GPRIN2	1097	676	42	615	441	270
LINC00842	1	0	0	2	1	0
NPY4R	1	0	0	2	0	0
HNRNPA1P33	77	99	96	61	101	60
ANXA8L1	0	1	0	1	0	0
RP11-144G6.13	2	0	0	0	1	1
FAM25B	0	0	0	0	0	1
RP11-144G6.4	0	0	0	0	0	0
AGAP10	106	83	98	150	151	175
RP11-144G6.12	2	2	2	2	1	0
RNA5SP312	0	0	0	0	0	0
BMS1P2	7	9	7	11	8	12
GLUD1P8	0	0	0	1	0	1
DUSP8P4	3	2	4	1	5	4
CTSLP7	0	0	2	1	0	0
RP11-144G6.10	0	0	0	0	0	0
FAM35DP	92	101	80	80	93	74
RN7SL453P	0	0	0	0	0	0
RHEBP2	225	289	201	213	180	151
RP11-292F22.5	0	0	0	1	0	0
AHCYP1	140	196	108	161	155	103
ANTXRLP1	0	0	0	0	0	0
RP11-292F22.7	0	0	1	1	1	0
ANTXRL	0	0	0	0	0	0
CTGLF11P	57	79	70	97	102	132
FAM25HP	0	0	0	0	1	0
ANXA8L2	0	0	0	0	0	1
AL603965.1	0	0	0	0	0	0
FAM21B	784	604	412	481	404	448
SLC9A3P4	0	0	0	0	0	0
ASAH2C	22	19	15	19	14	17
CTSLP2	1	0	0	0	1	0
GLUD1P6	1	1	0	0	1	2
DUSP8P2	2	4	4	5	2	0
BMS1P6	16	11	14	20	16	26
AGAP9	121	114	101	185	177	176
RNA5SP313	2	0	0	1	2	5
FAM25G	0	0	0	0	0	0
RP11-301J7.8	0	0	0	0	0	1
RP11-301J7.9	1	1	3	2	0	1
ANXA8	0	0	0	1	0	0
AL591684.1	0	0	0	0	0	0
RP11-463P17.1	0	0	0	0	0	0
ZNF488	47	9	8	29	27	7
RP11-463P17.3	0	0	0	0	0	0
RBP3	1	0	0	1	2	0
AL731561.2	0	0	0	0	0	0
GDF2	0	0	0	0	0	0
GDF10	249	93	2	224	155	1
PTPN20B	0	0	5	0	0	0
FRMPD2P1	0	1	19	0	1	5
BMS1P5	210	220	127	258	329	324
RNA5SP314	2	1	0	1	0	1
GLUD1P2	6	13	6	14	8	8
DUSP8P1	5	3	11	5	3	4
CTSLP3	1	1	0	0	3	2
RP11-508M1.7	0	0	0	0	0	0
FAM35EP	34	40	17	23	39	26
RN7SL527P	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0
CTGLF12P	88	78	76	134	121	135
RNA5SP315	1	2	2	3	3	2
BMS1P7	16	16	10	26	18	34
PTPN20CP	0	0	1	0	0	0
RP11-13E1.5	0	0	0	0	0	0
FRMPD2	12	29	53	24	4	42
RP11-542E6.3	0	0	0	0	0	0
MAPK8	738	761	631	552	571	545
ARHGAP22	104	100	26	71	48	58
ARHGAP22-IT1	0	0	0	0	0	0
RP11-541M12.3	0	1	0	0	0	0
RP11-534L6.5	0	0	0	0	0	0
RP11-534L6.2	0	0	0	0	0	0
WDFY4	6	4	0	2	13	1
RP11-534L6.3	0	0	0	0	0	0
RP11-563N6.6	0	0	0	0	0	0
RP11-523O18.7	0	0	0	0	0	0
LRRC18	2	13	0	1	1	1
RP11-523O18.5	2	0	2	1	0	1
RP11-523O18.1	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0
VSTM4	567	277	356	260	370	330
FAM170B-AS1	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
C10orf128	8	5	1	2	2	5
C10orf71-AS1	0	0	0	0	0	0
C10orf71	4	6	0	2	4	0
DRGX	0	1	0	1	3	0
RP11-123B3.2	0	0	0	0	0	0
ERCC6	221	219	158	141	146	125
PGBD3	1	1	0	0	0	0
ERCC6-PGBD3	0	0	0	0	0	0
RP11-140C5.3	0	0	0	0	0	0
CHAT	2	2	1	2	4	0
SLC18A3	7	51	20	17	51	11
C10orf53	0	0	0	0	0	0
OGDHL	139	116	25	102	82	87
RP11-507K13.4	2	2	0	0	2	0
RP11-507K13.6	2	2	0	5	3	5
PARG	435	476	294	413	355	286
RP11-526K21.2	0	0	0	0	0	0
FAM21D	238	278	167	158	222	152
RP11-592B15.8	0	0	1	0	0	0
FAM25D	0	0	0	1	1	0
AGAP8	177	195	176	215	216	343
RP11-592B15.3	11	11	13	21	10	28
RP11-592B15.9	2	3	2	6	3	5
RNA5SP316	0	0	0	4	1	3
RP11-592B15.4	187	205	107	130	134	106
RP11-592B15.6	1	0	0	0	0	1
TIMM23B	209	249	170	208	221	176
AGAP7	115	95	61	129	140	184
RP11-109G10.2	1	4	2	3	5	5
RP11-481A12.2	0	0	0	0	0	0
MSMB	0	0	0	0	0	0
NCOA4	2153	2343	1607	1337	1828	1215
TIMM23	690	798	471	534	667	466
PARGP1	306	301	196	236	245	217
RP11-481A12.6	1	3	1	0	0	0
LINC00843	30	17	11	31	27	41
RNA5SP317	1	0	1	5	1	4
AGAP6	282	301	236	351	357	477
RP11-324H6.5	45	35	26	31	25	18
SLC9A3P3	2	1	0	1	0	1
FAM21A	759	796	569	549	567	491
SLC9A3P1	0	0	0	1	0	0
ASAH2	116	109	65	108	73	106
DYNC1I2P1	1613	1585	1084	1153	1204	1004
SGMS1	329	282	174	252	240	157
AC069547.1	8	11	7	3	5	6
AC069547.2	0	1	0	0	0	0
RP11-512N4.2	0	0	0	0	0	0
RMRPP4	0	0	0	0	0	0
RNU7-107P	0	0	0	0	0	0
AL596137.1	0	0	1	0	0	0
RP11-50E11.3	102	68	54	44	64	51
RP11-50E11.2	0	0	0	0	0	0
RP11-564C4.6	1	11	13	15	8	14
NUTM2HP	16	10	6	6	10	9
RP11-564C4.4	0	0	0	0	0	0
CTSLP4	0	1	0	1	1	0
PGGT1BP1	24	31	14	25	21	17
ASAH2B	145	150	114	138	157	146
A1CF	1	10	5	2	2	8
RP11-449O16.2	0	0	0	0	0	0
CCDC58P2	0	0	0	0	0	1
RP11-96B5.4	0	0	0	0	0	0
PRKG1	229	287	106	134	109	136
RP11-96B5.3	0	1	0	0	0	1
RP11-40C11.2	0	1	0	0	0	0
AC022537.1	0	0	0	0	0	0
MIR605	0	0	0	0	0	0
RP11-539E19.2	0	1	0	0	0	0
RSU1P3	12	9	10	11	10	5
AC068062.1	0	0	0	0	0	0
CSTF2T	1573	1524	987	1118	1196	964
PRKG1-AS1	2	5	0	2	5	3
DKK1	194	78	15	40	83	13
RP11-346D6.4	0	0	0	2	0	0
PRKRIRP3	20	22	19	20	23	14
RP11-346D6.6	0	0	0	0	0	0
RP11-556E13.1	0	0	0	0	0	0
MBL2	0	0	0	0	0	0
RP11-319F12.2	9	7	0	2	0	0
SNRPEP8	0	0	0	0	0	0
RP11-71J2.1	0	0	0	0	0	0
RNA5SP318	0	0	0	0	0	0
RP11-449J3.3	4	7	8	6	9	10
PCDH15	987	2153	1146	1282	684	3659
AC013737.1	0	0	0	0	0	0
RNU6-687P	0	0	0	0	0	0
RP11-257I14.1	1	1	0	0	0	0
NEFMP1	0	0	0	0	0	0
MIR548F1	0	0	0	0	0	0
RP11-264A11.1	0	0	0	0	1	0
RP11-168O22.1	1	0	0	0	0	0
RP11-598C10.2	0	0	0	0	0	0
RP11-598C10.1	0	0	0	0	0	0
MTRNR2L5	2	0	1	0	0	0
GAPDHP21	17	20	23	22	30	13
RP11-478B11.2	1	1	0	0	0	0
ZWINT	1546	1749	1092	1397	1470	1408
MIR3924	0	0	0	0	0	0
RP11-550A9.1	0	0	0	0	0	0
RP11-448K10.1	0	0	0	0	0	0
MRPS35P3	0	0	0	0	0	0
RP11-123G9.1	0	0	0	0	0	0
IPMK	228	250	190	211	195	181
TPT1P10	1	4	1	1	1	1
CISD1	374	418	251	266	335	255
RP11-179B15.5	0	0	1	4	1	0
RP11-179B15.6	0	0	0	0	0	0
UBE2D1	382	407	311	324	401	257
TFAM	1532	1640	936	1052	1268	874
BICC1	122	135	96	105	118	90
FAM133CP	39	40	16	22	25	27
RN7SKP196	0	0	0	0	0	0
LINC00844	0	0	0	0	0	0
RP11-561G1.3	0	0	0	0	0	0
TRAF6P1	50	36	27	31	27	33
PHYHIPL	126	255	372	120	108	254
FAM13C	60	104	55	56	65	69
RP11-443O13.3	0	2	1	0	1	1
MRPL50P4	8	10	4	6	8	2
RP11-135D11.2	0	0	0	0	0	0
SLC16A9	5588	4375	2981	4435	3417	3573
LINC00948	0	0	1	0	0	2
CCDC6	1038	1113	849	836	926	705
C10orf40	0	1	0	0	0	0
ANK3	1510	1479	1030	1056	898	1026
RP11-388P9.2	7	5	10	8	5	13
ARL4P	1	2	5	2	0	3
RP11-131N11.4	0	0	0	0	0	0
CDK1	1716	1620	1043	1400	1187	1274
RHOBTB1	548	471	422	347	425	392
RNU2-72P	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0
TMEM26	0	1	4	1	4	0
RP11-809M12.1	0	0	0	0	0	0
C10orf107	0	0	1	0	0	0
RP11-63A2.2	0	0	0	0	0	0
RP11-491H19.1	0	0	0	0	0	0
ARID5B	140	317	186	125	109	126
AC067742.1	0	0	0	0	0	0
AL671972.1	0	0	0	0	0	0
RTKN2	880	958	723	840	870	793
RP11-120C12.3	0	0	0	0	0	0
RN7SL591P	0	0	0	0	0	0
ZNF365	16	14	15	11	8	10
AC067751.1	0	0	0	0	0	0
ALDH7A1P4	0	0	0	0	0	0
RP11-436D10.3	1	0	0	2	2	2
ADO	1041	1355	890	1010	1274	936
EGR2	118	422	3	78	325	63
RNU6-543P	0	0	0	0	0	0
RP11-144G16.1	0	0	0	0	0	0
NRBF2	263	338	231	179	250	161
JMJD1C	2423	2329	1321	1685	1608	1513
TATDN1P1	231	300	196	193	211	210
RP11-351O1.4	0	0	0	0	1	0
MIR1296	0	0	0	0	0	0
PRELID1P3	2	4	1	2	1	4
JMJD1C-AS1	1	12	5	3	2	6
RP11-351O1.3	0	0	0	0	0	0
REEP3	2135	2267	1735	1723	1891	1538
MRPL35P2	21	31	14	16	12	20
RP11-111N20.4	0	0	0	0	0	0
RP11-170M17.1	0	0	0	0	0	0
RP11-170M17.2	1177	1426	1209	968	1254	951
RP11-174J11.1	0	0	0	0	0	0
DBF4P1	367	401	190	337	259	195
RPL17P35	0	0	0	0	0	0
CYP2C61P	0	0	0	0	0	0
ANXA2P3	33	34	1	12	80	9
RP11-179K3.2	1	1	0	0	0	0
NEK4P3	0	0	0	0	0	0
MYL6P3	415	513	337	260	474	256
RP11-252C24.2	1	0	4	3	3	1
RP11-428G2.1	0	0	0	0	0	0
RP11-222A11.1	84	111	81	105	20	0
AC022538.1	0	0	0	0	0	0
CTNNA3	36	33	37	27	54	41
RP11-210G22.1	0	0	0	0	0	0
LRRTM3	0	9	3	5	3	9
RP11-344A5.1	0	0	0	0	0	1
RP11-93L14.1	0	0	0	0	0	0
AKR1B10P1	0	0	0	0	0	0
RP11-57G10.1	0	0	0	0	0	0
DNAJC12	28	67	39	37	47	36
RNU6-1250P	0	0	0	0	0	0
RN7SL394P	0	0	0	0	0	0
DNAJC19P1	0	0	0	0	0	0
RP11-57G10.8	8	3	2	7	4	10
RPL12P8	359	492	371	341	526	285
SIRT1	907	890	639	678	781	489
HERC4	716	722	452	599	696	576
RP11-474D14.2	2	5	6	5	1	8
AL356741.1	0	0	0	0	0	0
RN7SL220P	0	0	0	0	1	0
POU5F1P5	0	0	0	0	0	0
MYPN	0	1	0	0	0	1
RN7SKP202	0	0	0	0	0	0
ATOH7	3	7	3	12	5	3
RP11-153K11.3	0	0	0	0	0	0
KRT19P4	0	0	0	0	0	0
PBLD	94	78	69	78	76	98
HNRNPH3	4649	5171	3816	3890	4117	3303
RUFY2	444	452	350	415	369	399
DNA2	1111	1054	632	1040	830	759
RP11-9E13.4	5	4	6	4	6	8
RNA5SP319	1	0	0	1	0	0
SLC25A16	146	178	174	144	173	190
RP11-524O24.2	1	1	1	0	1	0
TMEM14D	510	564	295	401	514	346
TET1	1025	1253	969	1152	738	959
COX20P1	94	75	43	68	66	61
RP11-119F7.3	5	1	0	0	0	1
RP11-119F7.5	160	164	143	121	228	99
RP11-119F7.6	0	0	0	0	1	0
CCAR1	3617	3323	2325	2655	2731	2946
SNORD98	0	0	0	0	0	0
MIR1254-1	12	15	17	14	21	32
STOX1	358	455	132	195	144	146
RNU6-697P	0	0	0	0	0	0
DDX50	941	1115	743	673	700	679
RNU6-571P	0	0	0	0	1	0
DDX21	5233	5935	2859	4367	3407	2828
RN7SL373P	0	0	0	0	1	0
KIAA1279	736	683	566	481	641	368
MED28P1	1	3	0	3	2	2
ACTBP14	0	1	0	0	1	0
SRGN	0	1	1	2	0	0
VPS26A	1340	1466	976	971	1049	695
RP11-259F16.3	1	0	0	0	0	0
SUPV3L1	726	760	433	657	511	463
RP11-227H15.4	0	0	0	0	0	0
HKDC1	1	2	7	1	1	3
RP11-227H15.5	0	0	0	0	0	0
HK1	1835	2237	1375	1566	1684	1320
RP11-227H15.7	1	0	0	0	0	0
AC016821.1	0	0	0	0	0	0
TACR2	1	0	2	0	2	0
ATP5G1P7	39	57	19	30	37	28
TSPAN15	170	126	196	133	192	207
TMEM256P1	0	0	0	0	0	0
NEUROG3	73	109	183	57	55	121
RP11-343J3.2	25	34	15	15	12	35
RP11-343J3.7	0	0	0	0	0	0
RP11-343J3.6	0	0	0	0	0	0
RP11-343J3.5	0	1	1	0	0	0
MTND2P15	0	0	0	0	0	0
MTND1P20	1	0	0	0	0	1
C10orf35	221	218	158	130	217	201
RP11-242G20.1	0	0	0	0	0	0
RPL5P26	4	4	3	0	1	2
COL13A1	70	65	5	47	120	44
AC025426.1	0	0	0	0	0	0
AL138925.1	0	0	0	0	0	0
RP11-262I2.2	1	1	0	0	0	0
H2AFY2	2793	3130	2117	2068	2867	1620
AIFM2	55	32	31	33	47	51
TYSND1	331	442	308	377	568	359
SAR1A	3003	2752	2402	1949	2657	1888
CALM2P2	987	1326	845	722	1071	759
RP11-367H5.8	0	0	0	0	0	1
PPA1	1279	1604	1094	999	1027	1006
NPFFR1	1	5	1	4	0	2
LRRC20	305	509	405	525	227	486
CEP57L1P1	55	62	55	59	42	72
EIF4EBP2	4316	4912	4579	4149	4554	3770
NODAL	4	4	4	5	10	11
AC022532.1	5	7	19	8	14	18
PALD1	337	554	334	491	323	403
